year,metric,value,kind,league
1909,HR,259.0,pitching,MLB
1910,HR,361.0,pitching,MLB
1911,HR,514.0,pitching,MLB
1912,HR,443.0,pitching,MLB
1913,HR,469.0,pitching,MLB
1914,HR,415.0,pitching,MLB
1915,HR,385.0,pitching,MLB
1916,HR,383.0,pitching,MLB
1917,HR,335.0,pitching,MLB
1918,HR,235.0,pitching,MLB
1919,HR,447.0,pitching,MLB
1920,HR,630.0,pitching,MLB
1921,HR,937.0,pitching,MLB
1922,HR,1055.0,pitching,MLB
1923,HR,980.0,pitching,MLB
1924,HR,896.0,pitching,MLB
1925,HR,1169.0,pitching,MLB
1926,HR,863.0,pitching,MLB
1927,HR,922.0,pitching,MLB
1928,HR,1093.0,pitching,MLB
1929,HR,1349.0,pitching,MLB
1930,HR,1565.0,pitching,MLB
1931,HR,1069.0,pitching,MLB
1932,HR,1358.0,pitching,MLB
1933,HR,1067.0,pitching,MLB
1934,HR,1344.0,pitching,MLB
1935,HR,1325.0,pitching,MLB
1936,HR,1364.0,pitching,MLB
1937,HR,1430.0,pitching,MLB
1938,HR,1475.0,pitching,MLB
1939,HR,1445.0,pitching,MLB
1940,HR,1571.0,pitching,MLB
1941,HR,1331.0,pitching,MLB
1942,HR,1071.0,pitching,MLB
1943,HR,905.0,pitching,MLB
1944,HR,1034.0,pitching,MLB
1945,HR,1007.0,pitching,MLB
1946,HR,1215.0,pitching,MLB
1947,HR,1565.0,pitching,MLB
1948,HR,1555.0,pitching,MLB
1949,HR,1704.0,pitching,MLB
1950,HR,2073.0,pitching,MLB
1951,HR,1863.0,pitching,MLB
1952,HR,1701.0,pitching,MLB
1953,HR,2076.0,pitching,MLB
1954,HR,1937.0,pitching,MLB
1955,HR,2224.0,pitching,MLB
1956,HR,2294.0,pitching,MLB
1957,HR,2202.0,pitching,MLB
1958,HR,2240.0,pitching,MLB
1959,HR,2250.0,pitching,MLB
1960,HR,2128.0,pitching,MLB
1961,HR,2730.0,pitching,MLB
1962,HR,3001.0,pitching,MLB
1963,HR,2704.0,pitching,MLB
1964,HR,2762.0,pitching,MLB
1965,HR,2688.0,pitching,MLB
1966,HR,2743.0,pitching,MLB
1967,HR,2299.0,pitching,MLB
1968,HR,1995.0,pitching,MLB
1969,HR,3119.0,pitching,MLB
1970,HR,3429.0,pitching,MLB
1971,HR,2863.0,pitching,MLB
1972,HR,2534.0,pitching,MLB
1973,HR,3102.0,pitching,MLB
1974,HR,2649.0,pitching,MLB
1975,HR,2699.0,pitching,MLB
1976,HR,2235.0,pitching,MLB
1977,HR,3644.0,pitching,MLB
1978,HR,2956.0,pitching,MLB
1979,HR,3433.0,pitching,MLB
1980,HR,3087.0,pitching,MLB
1981,HR,1781.0,pitching,MLB
1982,HR,3379.0,pitching,MLB
1983,HR,3301.0,pitching,MLB
1984,HR,3258.0,pitching,MLB
1985,HR,3602.0,pitching,MLB
1986,HR,3813.0,pitching,MLB
1987,HR,4458.0,pitching,MLB
1988,HR,3180.0,pitching,MLB
1989,HR,3083.0,pitching,MLB
1990,HR,3317.0,pitching,MLB
1991,HR,3383.0,pitching,MLB
1992,HR,3038.0,pitching,MLB
1993,HR,4030.0,pitching,MLB
1994,HR,3306.0,pitching,MLB
1995,HR,4081.0,pitching,MLB
1996,HR,4962.0,pitching,MLB
1997,HR,4640.0,pitching,MLB
1998,HR,5064.0,pitching,MLB
1999,HR,5528.0,pitching,MLB
2000,HR,5693.0,pitching,MLB
2001,HR,5458.0,pitching,MLB
2002,HR,5059.0,pitching,MLB
2003,HR,5207.0,pitching,MLB
2004,HR,5451.0,pitching,MLB
2005,HR,5017.0,pitching,MLB
2006,HR,5386.0,pitching,MLB
2007,HR,4957.0,pitching,MLB
2008,HR,4878.0,pitching,MLB
2009,HR,5042.0,pitching,MLB
2010,HR,4613.0,pitching,MLB
2011,HR,4552.0,pitching,MLB
2012,HR,4934.0,pitching,MLB
2013,HR,4661.0,pitching,MLB
2014,HR,4186.0,pitching,MLB
2015,HR,4909.0,pitching,MLB
2016,HR,5610.0,pitching,MLB
2017,HR,6105.0,pitching,MLB
2018,HR,5585.0,pitching,MLB
2019,HR,6776.0,pitching,MLB
2020,HR,2304.0,pitching,MLB
2021,HR,5944.0,pitching,MLB
2022,HR,5215.0,pitching,MLB
2023,HR,5868.0,pitching,MLB
2024,HR,5453.0,pitching,MLB
1876,IP,4739.333333333333,pitching,MLB
1877,IP,3241.0,pitching,MLB
1878,IP,3324.0,pitching,MLB
1879,IP,5797.0,pitching,MLB
1880,IP,6031.333333333333,pitching,MLB
1881,IP,5988.333333333333,pitching,MLB
1882,IP,6042.666666666667,pitching,MLB
1883,IP,6956.333333333334,pitching,MLB
1884,IP,8046.0,pitching,MLB
1885,IP,7803.0,pitching,MLB
1886,IP,8523.0,pitching,MLB
1887,IP,8874.333333333334,pitching,MLB
1888,IP,9556.0,pitching,MLB
1889,IP,9306.0,pitching,MLB
1890,IP,9492.333333333334,pitching,MLB
1891,IP,9760.666666666666,pitching,MLB
1892,IP,16106.666666666666,pitching,MLB
1893,IP,13864.333333333334,pitching,MLB
1894,IP,13831.333333333334,pitching,MLB
1895,IP,13807.0,pitching,MLB
1896,IP,13762.0,pitching,MLB
1897,IP,14004.0,pitching,MLB
1898,IP,15954.666666666666,pitching,MLB
1899,IP,15888.333333333334,pitching,MLB
1900,IP,9914.0,pitching,MLB
1901,IP,19543.0,pitching,MLB
1902,IP,19726.333333333332,pitching,MLB
1903,IP,19643.0,pitching,MLB
1904,IP,21998.666666666668,pitching,MLB
1905,IP,21980.666666666668,pitching,MLB
1906,IP,21706.0,pitching,MLB
1907,IP,21823.333333333332,pitching,MLB
1908,IP,22310.0,pitching,MLB
1909,IP,22213.0,pitching,MLB
1910,IP,22373.666666666668,pitching,MLB
1911,IP,22044.0,pitching,MLB
1912,IP,21880.0,pitching,MLB
1913,IP,22067.0,pitching,MLB
1914,IP,22428.0,pitching,MLB
1915,IP,22275.666666666668,pitching,MLB
1916,IP,22511.333333333332,pitching,MLB
1917,IP,22503.666666666668,pitching,MLB
1918,IP,18393.333333333332,pitching,MLB
1919,IP,20112.333333333332,pitching,MLB
1920,IP,22263.0,pitching,MLB
1921,IP,22002.666666666668,pitching,MLB
1922,IP,22097.333333333332,pitching,MLB
1923,IP,22088.333333333332,pitching,MLB
1924,IP,21940.0,pitching,MLB
1925,IP,21833.333333333332,pitching,MLB
1926,IP,21913.333333333332,pitching,MLB
1927,IP,22011.0,pitching,MLB
1928,IP,22008.666666666668,pitching,MLB
1929,IP,21853.333333333332,pitching,MLB
1930,IP,21862.0,pitching,MLB
1931,IP,21990.666666666668,pitching,MLB
1932,IP,22126.333333333332,pitching,MLB
1933,IP,21900.333333333332,pitching,MLB
1934,IP,21711.0,pitching,MLB
1935,IP,21880.0,pitching,MLB
1936,IP,22043.666666666668,pitching,MLB
1937,IP,21907.333333333332,pitching,MLB
1938,IP,21658.333333333332,pitching,MLB
1939,IP,21826.0,pitching,MLB
1940,IP,22051.666666666668,pitching,MLB
1941,IP,22199.333333333332,pitching,MLB
1942,IP,21952.0,pitching,MLB
1943,IP,22402.666666666668,pitching,MLB
1944,IP,22325.666666666668,pitching,MLB
1945,IP,21988.0,pitching,MLB
1946,IP,22146.666666666668,pitching,MLB
1947,IP,22043.333333333332,pitching,MLB
1948,IP,21932.0,pitching,MLB
1949,IP,22038.666666666668,pitching,MLB
1950,IP,21972.666666666668,pitching,MLB
1951,IP,22208.333333333332,pitching,MLB
1952,IP,22206.0,pitching,MLB
1953,IP,22032.0,pitching,MLB
1954,IP,22126.666666666668,pitching,MLB
1955,IP,22011.0,pitching,MLB
1956,IP,22095.0,pitching,MLB
1957,IP,22344.333333333332,pitching,MLB
1958,IP,22049.666666666668,pitching,MLB
1959,IP,22100.333333333332,pitching,MLB
1960,IP,22203.333333333332,pitching,MLB
1961,IP,25453.333333333332,pitching,MLB
1962,IP,29005.0,pitching,MLB
1963,IP,29105.333333333332,pitching,MLB
1964,IP,29138.333333333332,pitching,MLB
1965,IP,29182.333333333332,pitching,MLB
1966,IP,29044.0,pitching,MLB
1967,IP,29184.333333333332,pitching,MLB
1968,IP,29234.333333333332,pitching,MLB
1969,IP,34890.666666666664,pitching,MLB
1970,IP,34858.666666666664,pitching,MLB
1971,IP,34767.0,pitching,MLB
1972,IP,33450.333333333336,pitching,MLB
1973,IP,34878.666666666664,pitching,MLB
1974,IP,34942.333333333336,pitching,MLB
1975,IP,34724.0,pitching,MLB
1976,IP,34925.666666666664,pitching,MLB
1977,IP,37739.0,pitching,MLB
1978,IP,37496.666666666664,pitching,MLB
1979,IP,37478.333333333336,pitching,MLB
1980,IP,37861.333333333336,pitching,MLB
1981,IP,25095.0,pitching,MLB
1982,IP,37878.333333333336,pitching,MLB
1983,IP,37742.0,pitching,MLB
1984,IP,37704.666666666664,pitching,MLB
1985,IP,37658.666666666664,pitching,MLB
1986,IP,37674.333333333336,pitching,MLB
1987,IP,37574.666666666664,pitching,MLB
1988,IP,37667.666666666664,pitching,MLB
1989,IP,37715.0,pitching,MLB
1990,IP,37563.666666666664,pitching,MLB
1991,IP,37769.666666666664,pitching,MLB
1992,IP,37829.666666666664,pitching,MLB
1993,IP,40507.0,pitching,MLB
1994,IP,28586.333333333332,pitching,MLB
1995,IP,36032.0,pitching,MLB
1996,IP,40560.666666666664,pitching,MLB
1997,IP,40454.0,pitching,MLB
1998,IP,43434.666666666664,pitching,MLB
1999,IP,43211.333333333336,pitching,MLB
2000,IP,43244.333333333336,pitching,MLB
2001,IP,43287.333333333336,pitching,MLB
2002,IP,43269.0,pitching,MLB
2003,IP,43335.333333333336,pitching,MLB
2004,IP,43394.0,pitching,MLB
2005,IP,43232.333333333336,pitching,MLB
2006,IP,43258.0,pitching,MLB
2007,IP,43425.666666666664,pitching,MLB
2008,IP,43357.666666666664,pitching,MLB
2009,IP,43272.0,pitching,MLB
2010,IP,43305.333333333336,pitching,MLB
2011,IP,43527.333333333336,pitching,MLB
2012,IP,43355.333333333336,pitching,MLB
2013,IP,43653.333333333336,pitching,MLB
2014,IP,43613.666666666664,pitching,MLB
2015,IP,43407.666666666664,pitching,MLB
2016,IP,43306.333333333336,pitching,MLB
2017,IP,43257.0,pitching,MLB
2018,IP,43489.0,pitching,MLB
2019,IP,43423.333333333336,pitching,MLB
2020,IP,15468.666666666666,pitching,MLB
2021,IP,42615.0,pitching,MLB
2022,IP,43075.333333333336,pitching,MLB
2023,IP,43087.333333333336,pitching,MLB
2024,IP,43116.333333333336,pitching,MLB
1876,W,257.0,pitching,MLB
1877,W,177.0,pitching,MLB
1878,W,180.0,pitching,MLB
1879,W,316.0,pitching,MLB
1880,W,332.0,pitching,MLB
1881,W,334.0,pitching,MLB
1882,W,334.0,pitching,MLB
1883,W,389.0,pitching,MLB
1884,W,446.0,pitching,MLB
1885,W,442.0,pitching,MLB
1886,W,477.0,pitching,MLB
1887,W,492.0,pitching,MLB
1888,W,530.0,pitching,MLB
1889,W,518.0,pitching,MLB
1890,W,530.0,pitching,MLB
1891,W,545.0,pitching,MLB
1892,W,898.0,pitching,MLB
1893,W,773.0,pitching,MLB
1894,W,781.0,pitching,MLB
1895,W,781.0,pitching,MLB
1896,W,778.0,pitching,MLB
1897,W,782.0,pitching,MLB
1898,W,895.0,pitching,MLB
1899,W,900.0,pitching,MLB
1900,W,553.0,pitching,MLB
1901,W,1094.0,pitching,MLB
1902,W,1091.0,pitching,MLB
1903,W,1099.0,pitching,MLB
1904,W,1219.0,pitching,MLB
1905,W,1218.0,pitching,MLB
1906,W,1207.0,pitching,MLB
1907,W,1202.0,pitching,MLB
1908,W,1228.0,pitching,MLB
1909,W,1218.0,pitching,MLB
1910,W,1223.0,pitching,MLB
1911,W,1218.0,pitching,MLB
1912,W,1219.0,pitching,MLB
1913,W,1213.0,pitching,MLB
1914,W,1227.0,pitching,MLB
1915,W,1222.0,pitching,MLB
1916,W,1227.0,pitching,MLB
1917,W,1225.0,pitching,MLB
1918,W,1006.0,pitching,MLB
1919,W,1113.0,pitching,MLB
1920,W,1228.0,pitching,MLB
1921,W,1226.0,pitching,MLB
1922,W,1231.0,pitching,MLB
1923,W,1226.0,pitching,MLB
1924,W,1224.0,pitching,MLB
1925,W,1224.0,pitching,MLB
1926,W,1222.0,pitching,MLB
1927,W,1228.0,pitching,MLB
1928,W,1227.0,pitching,MLB
1929,W,1221.0,pitching,MLB
1930,W,1232.0,pitching,MLB
1931,W,1227.0,pitching,MLB
1932,W,1228.0,pitching,MLB
1933,W,1216.0,pitching,MLB
1934,W,1215.0,pitching,MLB
1935,W,1219.0,pitching,MLB
1936,W,1228.0,pitching,MLB
1937,W,1225.0,pitching,MLB
1938,W,1207.0,pitching,MLB
1939,W,1221.0,pitching,MLB
1940,W,1228.0,pitching,MLB
1941,W,1230.0,pitching,MLB
1942,W,1214.0,pitching,MLB
1943,W,1227.0,pitching,MLB
1944,W,1231.0,pitching,MLB
1945,W,1218.0,pitching,MLB
1946,W,1233.0,pitching,MLB
1947,W,1232.0,pitching,MLB
1948,W,1230.0,pitching,MLB
1949,W,1231.0,pitching,MLB
1950,W,1230.0,pitching,MLB
1951,W,1235.0,pitching,MLB
1952,W,1231.0,pitching,MLB
1953,W,1229.0,pitching,MLB
1954,W,1231.0,pitching,MLB
1955,W,1231.0,pitching,MLB
1956,W,1232.0,pitching,MLB
1957,W,1230.0,pitching,MLB
1958,W,1231.0,pitching,MLB
1959,W,1234.0,pitching,MLB
1960,W,1232.0,pitching,MLB
1961,W,1423.0,pitching,MLB
1962,W,1618.0,pitching,MLB
1963,W,1618.0,pitching,MLB
1964,W,1620.0,pitching,MLB
1965,W,1619.0,pitching,MLB
1966,W,1613.0,pitching,MLB
1967,W,1617.0,pitching,MLB
1968,W,1619.0,pitching,MLB
1969,W,1943.0,pitching,MLB
1970,W,1943.0,pitching,MLB
1971,W,1936.0,pitching,MLB
1972,W,1858.0,pitching,MLB
1973,W,1942.0,pitching,MLB
1974,W,1940.0,pitching,MLB
1975,W,1933.0,pitching,MLB
1976,W,1939.0,pitching,MLB
1977,W,2103.0,pitching,MLB
1978,W,2102.0,pitching,MLB
1979,W,2096.0,pitching,MLB
1980,W,2101.0,pitching,MLB
1981,W,1389.0,pitching,MLB
1982,W,2106.0,pitching,MLB
1983,W,2106.0,pitching,MLB
1984,W,2104.0,pitching,MLB
1985,W,2101.0,pitching,MLB
1986,W,2102.0,pitching,MLB
1987,W,2105.0,pitching,MLB
1988,W,2098.0,pitching,MLB
1989,W,2103.0,pitching,MLB
1990,W,2105.0,pitching,MLB
1991,W,2104.0,pitching,MLB
1992,W,2106.0,pitching,MLB
1993,W,2268.0,pitching,MLB
1994,W,1599.0,pitching,MLB
1995,W,2016.0,pitching,MLB
1996,W,2266.0,pitching,MLB
1997,W,2266.0,pitching,MLB
1998,W,2430.0,pitching,MLB
1999,W,2427.0,pitching,MLB
2000,W,2428.0,pitching,MLB
2001,W,2428.0,pitching,MLB
2002,W,2425.0,pitching,MLB
2003,W,2429.0,pitching,MLB
2004,W,2428.0,pitching,MLB
2005,W,2430.0,pitching,MLB
2006,W,2429.0,pitching,MLB
2007,W,2431.0,pitching,MLB
2008,W,2428.0,pitching,MLB
2009,W,2430.0,pitching,MLB
2010,W,2430.0,pitching,MLB
2011,W,2429.0,pitching,MLB
2012,W,2430.0,pitching,MLB
2013,W,2431.0,pitching,MLB
2014,W,2430.0,pitching,MLB
2015,W,2429.0,pitching,MLB
2016,W,2427.0,pitching,MLB
2017,W,2430.0,pitching,MLB
2018,W,2431.0,pitching,MLB
2019,W,2429.0,pitching,MLB
2020,W,898.0,pitching,MLB
2021,W,2429.0,pitching,MLB
2022,W,2430.0,pitching,MLB
2023,W,2430.0,pitching,MLB
2024,W,2429.0,pitching,MLB
1876,L,257.0,pitching,MLB
1877,L,177.0,pitching,MLB
1878,L,180.0,pitching,MLB
1879,L,316.0,pitching,MLB
1880,L,332.0,pitching,MLB
1881,L,334.0,pitching,MLB
1882,L,334.0,pitching,MLB
1883,L,389.0,pitching,MLB
1884,L,446.0,pitching,MLB
1885,L,442.0,pitching,MLB
1886,L,477.0,pitching,MLB
1887,L,492.0,pitching,MLB
1888,L,530.0,pitching,MLB
1889,L,518.0,pitching,MLB
1890,L,530.0,pitching,MLB
1891,L,545.0,pitching,MLB
1892,L,898.0,pitching,MLB
1893,L,773.0,pitching,MLB
1894,L,781.0,pitching,MLB
1895,L,781.0,pitching,MLB
1896,L,778.0,pitching,MLB
1897,L,782.0,pitching,MLB
1898,L,895.0,pitching,MLB
1899,L,900.0,pitching,MLB
1900,L,553.0,pitching,MLB
1901,L,1094.0,pitching,MLB
1902,L,1091.0,pitching,MLB
1903,L,1099.0,pitching,MLB
1904,L,1219.0,pitching,MLB
1905,L,1218.0,pitching,MLB
1906,L,1207.0,pitching,MLB
1907,L,1202.0,pitching,MLB
1908,L,1228.0,pitching,MLB
1909,L,1218.0,pitching,MLB
1910,L,1223.0,pitching,MLB
1911,L,1218.0,pitching,MLB
1912,L,1219.0,pitching,MLB
1913,L,1213.0,pitching,MLB
1914,L,1227.0,pitching,MLB
1915,L,1222.0,pitching,MLB
1916,L,1227.0,pitching,MLB
1917,L,1225.0,pitching,MLB
1918,L,1006.0,pitching,MLB
1919,L,1113.0,pitching,MLB
1920,L,1228.0,pitching,MLB
1921,L,1226.0,pitching,MLB
1922,L,1231.0,pitching,MLB
1923,L,1226.0,pitching,MLB
1924,L,1224.0,pitching,MLB
1925,L,1224.0,pitching,MLB
1926,L,1222.0,pitching,MLB
1927,L,1228.0,pitching,MLB
1928,L,1227.0,pitching,MLB
1929,L,1221.0,pitching,MLB
1930,L,1232.0,pitching,MLB
1931,L,1227.0,pitching,MLB
1932,L,1228.0,pitching,MLB
1933,L,1216.0,pitching,MLB
1934,L,1215.0,pitching,MLB
1935,L,1219.0,pitching,MLB
1936,L,1228.0,pitching,MLB
1937,L,1225.0,pitching,MLB
1938,L,1207.0,pitching,MLB
1939,L,1221.0,pitching,MLB
1940,L,1228.0,pitching,MLB
1941,L,1230.0,pitching,MLB
1942,L,1214.0,pitching,MLB
1943,L,1227.0,pitching,MLB
1944,L,1231.0,pitching,MLB
1945,L,1218.0,pitching,MLB
1946,L,1233.0,pitching,MLB
1947,L,1232.0,pitching,MLB
1948,L,1230.0,pitching,MLB
1949,L,1231.0,pitching,MLB
1950,L,1230.0,pitching,MLB
1951,L,1235.0,pitching,MLB
1952,L,1231.0,pitching,MLB
1953,L,1229.0,pitching,MLB
1954,L,1231.0,pitching,MLB
1955,L,1231.0,pitching,MLB
1956,L,1232.0,pitching,MLB
1957,L,1230.0,pitching,MLB
1958,L,1231.0,pitching,MLB
1959,L,1234.0,pitching,MLB
1960,L,1232.0,pitching,MLB
1961,L,1423.0,pitching,MLB
1962,L,1618.0,pitching,MLB
1963,L,1618.0,pitching,MLB
1964,L,1620.0,pitching,MLB
1965,L,1619.0,pitching,MLB
1966,L,1613.0,pitching,MLB
1967,L,1617.0,pitching,MLB
1968,L,1619.0,pitching,MLB
1969,L,1943.0,pitching,MLB
1970,L,1943.0,pitching,MLB
1971,L,1936.0,pitching,MLB
1972,L,1858.0,pitching,MLB
1973,L,1942.0,pitching,MLB
1974,L,1940.0,pitching,MLB
1975,L,1933.0,pitching,MLB
1976,L,1939.0,pitching,MLB
1977,L,2103.0,pitching,MLB
1978,L,2102.0,pitching,MLB
1979,L,2096.0,pitching,MLB
1980,L,2101.0,pitching,MLB
1981,L,1389.0,pitching,MLB
1982,L,2106.0,pitching,MLB
1983,L,2106.0,pitching,MLB
1984,L,2104.0,pitching,MLB
1985,L,2101.0,pitching,MLB
1986,L,2102.0,pitching,MLB
1987,L,2105.0,pitching,MLB
1988,L,2098.0,pitching,MLB
1989,L,2103.0,pitching,MLB
1990,L,2105.0,pitching,MLB
1991,L,2104.0,pitching,MLB
1992,L,2106.0,pitching,MLB
1993,L,2268.0,pitching,MLB
1994,L,1599.0,pitching,MLB
1995,L,2016.0,pitching,MLB
1996,L,2266.0,pitching,MLB
1997,L,2266.0,pitching,MLB
1998,L,2430.0,pitching,MLB
1999,L,2427.0,pitching,MLB
2000,L,2428.0,pitching,MLB
2001,L,2428.0,pitching,MLB
2002,L,2425.0,pitching,MLB
2003,L,2429.0,pitching,MLB
2004,L,2428.0,pitching,MLB
2005,L,2430.0,pitching,MLB
2006,L,2429.0,pitching,MLB
2007,L,2431.0,pitching,MLB
2008,L,2428.0,pitching,MLB
2009,L,2430.0,pitching,MLB
2010,L,2430.0,pitching,MLB
2011,L,2429.0,pitching,MLB
2012,L,2430.0,pitching,MLB
2013,L,2431.0,pitching,MLB
2014,L,2430.0,pitching,MLB
2015,L,2429.0,pitching,MLB
2016,L,2427.0,pitching,MLB
2017,L,2430.0,pitching,MLB
2018,L,2431.0,pitching,MLB
2019,L,2429.0,pitching,MLB
2020,L,898.0,pitching,MLB
2021,L,2429.0,pitching,MLB
2022,L,2430.0,pitching,MLB
2023,L,2430.0,pitching,MLB
2024,L,2429.0,pitching,MLB
1876,SV,13.0,pitching,MLB
1877,SV,4.0,pitching,MLB
1878,SV,1.0,pitching,MLB
1879,SV,2.0,pitching,MLB
1880,SV,13.0,pitching,MLB
1881,SV,3.0,pitching,MLB
1882,SV,1.0,pitching,MLB
1883,SV,11.0,pitching,MLB
1884,SV,6.0,pitching,MLB
1885,SV,7.0,pitching,MLB
1886,SV,6.0,pitching,MLB
1887,SV,8.0,pitching,MLB
1888,SV,8.0,pitching,MLB
1889,SV,16.0,pitching,MLB
1890,SV,10.0,pitching,MLB
1891,SV,26.0,pitching,MLB
1892,SV,24.0,pitching,MLB
1893,SV,33.0,pitching,MLB
1894,SV,37.0,pitching,MLB
1895,SV,44.0,pitching,MLB
1896,SV,28.0,pitching,MLB
1897,SV,26.0,pitching,MLB
1898,SV,17.0,pitching,MLB
1899,SV,33.0,pitching,MLB
1900,SV,13.0,pitching,MLB
1901,SV,35.0,pitching,MLB
1902,SV,33.0,pitching,MLB
1903,SV,49.0,pitching,MLB
1904,SV,39.0,pitching,MLB
1905,SV,44.0,pitching,MLB
1906,SV,86.0,pitching,MLB
1907,SV,90.0,pitching,MLB
1908,SV,108.0,pitching,MLB
1909,SV,114.0,pitching,MLB
1910,SV,125.0,pitching,MLB
1911,SV,137.0,pitching,MLB
1912,SV,133.0,pitching,MLB
1913,SV,165.0,pitching,MLB
1914,SV,169.0,pitching,MLB
1915,SV,155.0,pitching,MLB
1916,SV,182.0,pitching,MLB
1917,SV,163.0,pitching,MLB
1918,SV,112.0,pitching,MLB
1919,SV,100.0,pitching,MLB
1920,SV,143.0,pitching,MLB
1921,SV,177.0,pitching,MLB
1922,SV,156.0,pitching,MLB
1923,SV,167.0,pitching,MLB
1924,SV,175.0,pitching,MLB
1925,SV,175.0,pitching,MLB
1926,SV,194.0,pitching,MLB
1927,SV,197.0,pitching,MLB
1928,SV,218.0,pitching,MLB
1929,SV,214.0,pitching,MLB
1930,SV,215.0,pitching,MLB
1931,SV,196.0,pitching,MLB
1932,SV,193.0,pitching,MLB
1933,SV,222.0,pitching,MLB
1934,SV,229.0,pitching,MLB
1935,SV,208.0,pitching,MLB
1936,SV,238.0,pitching,MLB
1937,SV,215.0,pitching,MLB
1938,SV,210.0,pitching,MLB
1939,SV,250.0,pitching,MLB
1940,SV,235.0,pitching,MLB
1941,SV,220.0,pitching,MLB
1942,SV,199.0,pitching,MLB
1943,SV,253.0,pitching,MLB
1944,SV,223.0,pitching,MLB
1945,SV,218.0,pitching,MLB
1946,SV,227.0,pitching,MLB
1947,SV,290.0,pitching,MLB
1948,SV,314.0,pitching,MLB
1949,SV,245.0,pitching,MLB
1950,SV,289.0,pitching,MLB
1951,SV,276.0,pitching,MLB
1952,SV,306.0,pitching,MLB
1953,SV,346.0,pitching,MLB
1954,SV,350.0,pitching,MLB
1955,SV,356.0,pitching,MLB
1956,SV,367.0,pitching,MLB
1957,SV,391.0,pitching,MLB
1958,SV,404.0,pitching,MLB
1959,SV,379.0,pitching,MLB
1960,SV,430.0,pitching,MLB
1961,SV,501.0,pitching,MLB
1962,SV,618.0,pitching,MLB
1963,SV,589.0,pitching,MLB
1964,SV,668.0,pitching,MLB
1965,SV,678.0,pitching,MLB
1966,SV,667.0,pitching,MLB
1967,SV,647.0,pitching,MLB
1968,SV,597.0,pitching,MLB
1969,SV,745.0,pitching,MLB
1970,SV,878.0,pitching,MLB
1971,SV,689.0,pitching,MLB
1972,SV,733.0,pitching,MLB
1973,SV,819.0,pitching,MLB
1974,SV,517.0,pitching,MLB
1975,SV,669.0,pitching,MLB
1976,SV,683.0,pitching,MLB
1977,SV,845.0,pitching,MLB
1978,SV,804.0,pitching,MLB
1979,SV,840.0,pitching,MLB
1980,SV,902.0,pitching,MLB
1981,SV,605.0,pitching,MLB
1982,SV,932.0,pitching,MLB
1983,SV,977.0,pitching,MLB
1984,SV,993.0,pitching,MLB
1985,SV,977.0,pitching,MLB
1986,SV,1004.0,pitching,MLB
1987,SV,971.0,pitching,MLB
1988,SV,1049.0,pitching,MLB
1989,SV,1069.0,pitching,MLB
1990,SV,1113.0,pitching,MLB
1991,SV,1132.0,pitching,MLB
1992,SV,1109.0,pitching,MLB
1993,SV,1192.0,pitching,MLB
1994,SV,777.0,pitching,MLB
1995,SV,1006.0,pitching,MLB
1996,SV,1116.0,pitching,MLB
1997,SV,1139.0,pitching,MLB
1998,SV,1265.0,pitching,MLB
1999,SV,1217.0,pitching,MLB
2000,SV,1178.0,pitching,MLB
2001,SV,1210.0,pitching,MLB
2002,SV,1224.0,pitching,MLB
2003,SV,1198.0,pitching,MLB
2004,SV,1230.0,pitching,MLB
2005,SV,1254.0,pitching,MLB
2006,SV,1201.0,pitching,MLB
2007,SV,1198.0,pitching,MLB
2008,SV,1184.0,pitching,MLB
2009,SV,1202.0,pitching,MLB
2010,SV,1204.0,pitching,MLB
2011,SV,1243.0,pitching,MLB
2012,SV,1261.0,pitching,MLB
2013,SV,1266.0,pitching,MLB
2014,SV,1264.0,pitching,MLB
2015,SV,1292.0,pitching,MLB
2016,SV,1276.0,pitching,MLB
2017,SV,1179.0,pitching,MLB
2018,SV,1244.0,pitching,MLB
2019,SV,1180.0,pitching,MLB
2020,SV,422.0,pitching,MLB
2021,SV,1191.0,pitching,MLB
2022,SV,1232.0,pitching,MLB
2023,SV,1241.0,pitching,MLB
2024,SV,1225.0,pitching,MLB
1876,ERA_roll3,2.3072865381910255,pitching,MLB
1877,ERA_roll3,2.557376684707978,pitching,MLB
1878,ERA_roll3,2.4729683313215642,pitching,MLB
1879,ERA_roll3,2.5360273812960696,pitching,MLB
1880,ERA_roll3,2.3915724082997927,pitching,MLB
1881,ERA_roll3,2.548320085542245,pitching,MLB
1882,ERA_roll3,2.677827040930955,pitching,MLB
1883,ERA_roll3,2.9314067875015426,pitching,MLB
1884,ERA_roll3,2.999151447191764,pitching,MLB
1885,ERA_roll3,2.976359594611471,pitching,MLB
1886,ERA_roll3,3.0275054689885814,pitching,MLB
1887,ERA_roll3,3.383796305748317,pitching,MLB
1888,ERA_roll3,3.3886269332446806,pitching,MLB
1889,ERA_roll3,3.63392665812157,pitching,MLB
1890,ERA_roll3,3.472156186934407,pitching,MLB
1891,ERA_roll3,3.6432363050988794,pitching,MLB
1892,ERA_roll3,3.3966698141359886,pitching,MLB
1893,ERA_roll3,3.763233382318474,pitching,MLB
1894,ERA_roll3,4.424203682090535,pitching,MLB
1895,ERA_roll3,4.920309659023245,pitching,MLB
1896,ERA_roll3,4.81959666748487,pitching,MLB
1897,ERA_roll3,4.4776505837880665,pitching,MLB
1898,ERA_roll3,4.087683682746983,pitching,MLB
