year,metric,value,kind,league
2017,SLG_roll3,0.4159654725598023,batting,MLB
2018,SLG_roll3,0.4175787364875861,batting,MLB
2019,SLG_roll3,0.4233933400181764,batting,MLB
2020,SLG_roll3,0.4206512579930601,batting,MLB
2021,SLG_roll3,0.4211026191769107,batting,MLB
2022,SLG_roll3,0.40777342234227887,batting,MLB
2023,SLG_roll3,0.4065973872950397,batting,MLB
2024,SLG_roll3,0.40274611472079774,batting,MLB
1876,OPS_roll3,0.5980719783599295,batting,MLB
1877,OPS_roll3,0.6124289028123464,batting,MLB
1878,OPS_roll3,0.6075085472064675,batting,MLB
1879,OPS_roll3,0.6079501343942727,batting,MLB
1880,OPS_roll3,0.5945747732350283,batting,MLB
1881,OPS_roll3,0.6047750321781581,batting,MLB
1882,OPS_roll3,0.6122098035179476,batting,MLB
1883,OPS_roll3,0.6332698468181411,batting,MLB
1884,OPS_roll3,0.6325945460556343,batting,MLB
1885,OPS_roll3,0.6274207206969199,batting,MLB
1886,OPS_roll3,0.6246337351180768,batting,MLB
1887,OPS_roll3,0.6516014608140686,batting,MLB
1888,OPS_roll3,0.6526897803118029,batting,MLB
1889,OPS_roll3,0.6709707414571481,batting,MLB
1890,OPS_roll3,0.6588735834436127,batting,MLB
1891,OPS_roll3,0.6780975180710073,batting,MLB
1892,OPS_roll3,0.6608180374258684,batting,MLB
1893,OPS_roll3,0.6824455085999812,batting,MLB
1894,OPS_roll3,0.7314575842704794,batting,MLB
1895,OPS_roll3,0.7703348865901901,batting,MLB
1896,OPS_roll3,0.7722979306037914,batting,MLB
1897,OPS_roll3,0.7476190761127458,batting,MLB
1898,OPS_roll3,0.7208649281588068,batting,MLB
1899,OPS_roll3,0.710214636371735,batting,MLB
1900,OPS_roll3,0.6986301713780728,batting,MLB
1901,OPS_roll3,0.7004755886266997,batting,MLB
1902,OPS_roll3,0.6856349800999181,batting,MLB
1903,OPS_roll3,0.6717786723620064,batting,MLB
1904,OPS_roll3,0.6503787109214508,batting,MLB
1905,OPS_roll3,0.6386656609451425,batting,MLB
1906,OPS_roll3,0.6242898060856249,batting,MLB
1907,OPS_roll3,0.6214526528464331,batting,MLB
1908,OPS_roll3,0.612025519713541,batting,MLB
1909,OPS_roll3,0.6110501055164663,batting,MLB
1910,OPS_roll3,0.6210044909062545,batting,MLB
1911,OPS_roll3,0.6515697078573849,batting,MLB
1912,OPS_roll3,0.6774153631820582,batting,MLB
1913,OPS_roll3,0.686308614308956,batting,MLB
1914,OPS_roll3,0.6706738323079348,batting,MLB
1915,OPS_roll3,0.654016998067984,batting,MLB
1916,OPS_roll3,0.6434185402132667,batting,MLB
1917,OPS_roll3,0.6396760590595202,batting,MLB
1918,OPS_roll3,0.6385454692417516,batting,MLB
1919,OPS_roll3,0.649041743188617,batting,MLB
1920,OPS_roll3,0.672843217469009,batting,MLB
1921,OPS_roll3,0.708993963544417,batting,MLB
1922,OPS_roll3,0.7354459568139412,batting,MLB
1923,OPS_roll3,0.7459520656043254,batting,MLB
1924,OPS_roll3,0.7431763295506076,batting,MLB
1925,OPS_roll3,0.7483474143705967,batting,MLB
1926,OPS_roll3,0.7467257251312379,batting,MLB
1927,OPS_roll3,0.7453509317318908,batting,MLB
1928,OPS_roll3,0.737329649547516,batting,MLB
1929,OPS_roll3,0.7494186231288631,batting,MLB
1930,OPS_roll3,0.7668280509356092,batting,MLB
1931,OPS_roll3,0.7634028441320023,batting,MLB
1932,OPS_roll3,0.7525533620313688,batting,MLB
1933,OPS_roll3,0.7245321353524842,batting,MLB
1934,OPS_roll3,0.7271578103907038,batting,MLB
1935,OPS_roll3,0.7274078266442228,batting,MLB
1936,OPS_roll3,0.7430560916750113,batting,MLB
1937,OPS_roll3,0.7443140502065183,batting,MLB
1938,OPS_roll3,0.7447027802943237,batting,MLB
1939,OPS_roll3,0.7404943813771699,batting,MLB
1940,OPS_roll3,0.7350665413542701,batting,MLB
1941,OPS_roll3,0.7250863688736652,batting,MLB
1942,OPS_roll3,0.7027974152289568,batting,MLB
1943,OPS_roll3,0.6832609911984334,batting,MLB
1944,OPS_roll3,0.6748091273050324,batting,MLB
1945,OPS_roll3,0.6782061672153802,batting,MLB
1946,OPS_roll3,0.6851504017095124,batting,MLB
1947,OPS_roll3,0.6949528233780029,batting,MLB
1948,OPS_roll3,0.7081357933457465,batting,MLB
1949,OPS_roll3,0.7213426703931883,batting,MLB
1950,OPS_roll3,0.7329148950264764,batting,MLB
1951,OPS_roll3,0.7324890789100224,batting,MLB
1952,OPS_roll3,0.7220299808319162,batting,MLB
1953,OPS_roll3,0.7171520773399144,batting,MLB
1954,OPS_roll3,0.7175935454251189,batting,MLB
1955,OPS_roll3,0.7275156016291776,batting,MLB
1956,OPS_roll3,0.7260058783922677,batting,MLB
1957,OPS_roll3,0.7232799237784752,batting,MLB
1958,OPS_roll3,0.7209580530889256,batting,MLB
1959,OPS_roll3,0.7167254627269495,batting,MLB
1960,OPS_roll3,0.7155459250199084,batting,MLB
1961,OPS_roll3,0.7183454529230674,batting,MLB
1962,OPS_roll3,0.7195145113174437,batting,MLB
1963,OPS_roll3,0.7092478782033144,batting,MLB
1964,OPS_roll3,0.6969172071685215,batting,MLB
1965,OPS_roll3,0.6846483060053222,batting,MLB
1966,OPS_roll3,0.6863560857363612,batting,MLB
1967,OPS_roll3,0.6774578367507808,batting,MLB
1968,OPS_roll3,0.6629049002427599,batting,MLB
1969,OPS_roll3,0.6640269157577248,batting,MLB
1970,OPS_roll3,0.6798232316046775,batting,MLB
1971,OPS_roll3,0.6941865791990917,batting,MLB
1972,OPS_roll3,0.6859084707584903,batting,MLB
1973,OPS_roll3,0.6834373172670624,batting,MLB
1974,OPS_roll3,0.6872143524942057,batting,MLB
1975,OPS_roll3,0.699510888816952,batting,MLB
1976,OPS_roll3,0.6919595720186781,batting,MLB
1977,OPS_roll3,0.7042444676076585,batting,MLB
1978,OPS_roll3,0.7045033505054196,batting,MLB
1979,OPS_roll3,0.7199044945674747,batting,MLB
1980,OPS_roll3,0.7145275972207523,batting,MLB
1981,OPS_roll3,0.7100360992263361,batting,MLB
1982,OPS_roll3,0.7051692164216395,batting,MLB
1983,OPS_roll3,0.7051980130489732,batting,MLB
1984,OPS_roll3,0.7115196392739117,batting,MLB
1985,OPS_roll3,0.7120129578226883,batting,MLB
1986,OPS_roll3,0.7142600064268182,batting,MLB
1987,OPS_roll3,0.7272263480965684,batting,MLB
1988,OPS_roll3,0.7210372780302721,batting,MLB
1989,OPS_roll3,0.7123115942235412,batting,MLB
1990,OPS_roll3,0.7001480538067736,batting,MLB
1991,OPS_roll3,0.7042755623303906,batting,MLB
1992,OPS_roll3,0.7058875561101375,batting,MLB
1993,OPS_roll3,0.7144042371817664,batting,MLB
1994,OPS_roll3,0.7327410939961837,batting,MLB
1995,OPS_roll3,0.7512410545000492,batting,MLB
1996,OPS_roll3,0.7617593072912179,batting,MLB
1997,OPS_roll3,0.7594304535302624,batting,MLB
1998,OPS_roll3,0.7594999202587781,batting,MLB
1999,OPS_roll3,0.7632533740891071,batting,MLB
2000,OPS_roll3,0.7719290958383477,batting,MLB
2001,OPS_roll3,0.7730971039668216,batting,MLB
2002,OPS_roll3,0.7629218575639122,batting,MLB
2003,OPS_roll3,0.7537778099864343,batting,MLB
2004,OPS_roll3,0.7551257660036225,batting,MLB
2005,OPS_roll3,0.7555849123010695,batting,MLB
2006,OPS_roll3,0.7601894854370871,batting,MLB
2007,OPS_roll3,0.7587204038411389,batting,MLB
2008,OPS_roll3,0.7587428197711726,batting,MLB
2009,OPS_roll3,0.7528259046564477,batting,MLB
2010,OPS_roll3,0.7427714634352308,batting,MLB
2011,OPS_roll3,0.7328588996803536,batting,MLB
2012,OPS_roll3,0.7240546465621565,batting,MLB
2013,OPS_roll3,0.7193076997708748,batting,MLB
2014,OPS_roll3,0.7128017330477742,batting,MLB
2015,OPS_roll3,0.7118318813209008,batting,MLB
2016,OPS_roll3,0.7201365412072924,batting,MLB
2017,OPS_roll3,0.7369104711536267,batting,MLB
2018,OPS_roll3,0.7389749337310247,batting,MLB
2019,OPS_roll3,0.7451601587921354,batting,MLB
2020,OPS_roll3,0.7415418848874555,batting,MLB
2021,OPS_roll3,0.7416416673408115,batting,MLB
2022,OPS_roll3,0.7245979588506956,batting,MLB
2023,OPS_roll3,0.7228558612884416,batting,MLB
2024,OPS_roll3,0.7173450414005167,batting,MLB
1876,ERA,2.3072865381910255,pitching,MLB
1877,ERA,2.8074668312249305,pitching,MLB
1878,ERA,2.3041516245487363,pitching,MLB
1879,ERA,2.496463688114542,pitching,MLB
1880,ERA,2.3741019122361005,pitching,MLB
1881,ERA,2.7743946562760926,pitching,MLB
1882,ERA,2.8849845542806705,pitching,MLB
1883,ERA,3.134841151947865,pitching,MLB
1884,ERA,2.9776286353467563,pitching,MLB
1885,ERA,2.8166089965397925,pitching,MLB
1886,ERA,3.2882787750791973,pitching,MLB
1887,ERA,4.046501145625962,pitching,MLB
1888,ERA,2.8311008790288823,pitching,MLB
1889,ERA,4.024177949709864,pitching,MLB
1890,ERA,3.5611897320644728,pitching,MLB
1891,ERA,3.3443412335223006,pitching,MLB
1892,ERA,3.2844784768211923,pitching,MLB
1893,ERA,4.660880436611929,pitching,MLB
1894,ERA,5.327252132838482,pitching,MLB
1895,ERA,4.772796407619324,pitching,MLB
1896,ERA,4.358741461996803,pitching,MLB
1897,ERA,4.301413881748072,pitching,MLB
1898,ERA,3.6028957044960723,pitching,MLB
1899,ERA,3.847917759362215,pitching,MLB
1900,ERA,3.694775065563849,pitching,MLB
1901,ERA,3.487540295758072,pitching,MLB
1902,ERA,3.1699758360229136,pitching,MLB
1903,ERA,3.1119482767398057,pitching,MLB
1904,ERA,2.661297654403297,pitching,MLB
1905,ERA,2.8198871735767796,pitching,MLB
1906,ERA,2.657375840781351,pitching,MLB
1907,ERA,2.5024591415915687,pitching,MLB
1908,ERA,2.3663827879874497,pitching,MLB
1909,ERA,2.5298698960068426,pitching,MLB
1910,ERA,2.768343737429418,pitching,MLB
1911,ERA,3.364997278170931,pitching,MLB
1912,ERA,3.36636197440585,pitching,MLB
1913,ERA,3.0641682149816467,pitching,MLB
1914,ERA,2.759630818619583,pitching,MLB
1915,ERA,2.835874721295285,pitching,MLB
1916,ERA,2.7186306156898747,pitching,MLB
1917,ERA,2.6819629393728426,pitching,MLB
1918,ERA,2.7655672345052555,pitching,MLB
1919,ERA,3.0630458922385935,pitching,MLB
1920,ERA,3.4572160086241746,pitching,MLB
1921,ERA,4.031102290631439,pitching,MLB
1922,ERA,4.064743860495987,pitching,MLB
1923,ERA,3.9881687165170154,pitching,MLB
1924,ERA,4.046308113035551,pitching,MLB
1925,ERA,4.326595419847329,pitching,MLB
1926,ERA,3.9202160024338304,pitching,MLB
1927,ERA,4.023442824042524,pitching,MLB
1928,ERA,4.008738981613304,pitching,MLB
1929,ERA,4.475427089688835,pitching,MLB
1930,ERA,4.8099899368767725,pitching,MLB
1931,ERA,4.122521675862487,pitching,MLB
1932,ERA,4.177375374742012,pitching,MLB
1933,ERA,3.8066543888220883,pitching,MLB
1934,ERA,4.280502970844273,pitching,MLB
1935,ERA,4.2363345521023765,pitching,MLB
1936,ERA,4.522931756664802,pitching,MLB
1937,ERA,4.2651471349015555,pitching,MLB
1938,ERA,4.282601000384764,pitching,MLB
1939,ERA,4.2666086319069,pitching,MLB
1940,ERA,4.112342226589071,pitching,MLB
1941,ERA,3.8899816811315655,pitching,MLB
1942,ERA,3.4844661078717203,pitching,MLB
1943,ERA,3.3332192596119508,pitching,MLB
1944,ERA,3.520477178732998,pitching,MLB
1945,ERA,3.5823176277969804,pitching,MLB
1946,ERA,3.4574954846478025,pitching,MLB
1947,ERA,3.885256313322244,pitching,MLB
1948,ERA,4.118776217399234,pitching,MLB
1949,ERA,4.11844334200496,pitching,MLB
1950,ERA,4.358551533723717,pitching,MLB
1951,ERA,4.03915947467167,pitching,MLB
1952,ERA,3.7027830316130776,pitching,MLB
1953,ERA,4.13766339869281,pitching,MLB
1954,ERA,3.8970623681831875,pitching,MLB
1955,ERA,3.9993185225569032,pitching,MLB
1956,ERA,3.9641547861507127,pitching,MLB
1957,ERA,3.8329181149583045,pitching,MLB
1958,ERA,3.860466522547582,pitching,MLB
1959,ERA,3.9041492586838813,pitching,MLB
1960,ERA,3.8171295601261073,pitching,MLB
1961,ERA,4.027370350969094,pitching,MLB
1962,ERA,3.955283571797966,pitching,MLB
1963,ERA,3.458953685464291,pitching,MLB
1964,ERA,3.5804381399073386,pitching,MLB
1965,ERA,3.4988634676231056,pitching,MLB
1966,ERA,3.520796033604187,pitching,MLB
1967,ERA,3.303107831827579,pitching,MLB
1968,ERA,2.9822126951187533,pitching,MLB
1969,ERA,3.613086594313666,pitching,MLB
1970,ERA,3.885948974908201,pitching,MLB
1971,ERA,3.4688066269738544,pitching,MLB
1972,ERA,3.264451774272304,pitching,MLB
1973,ERA,3.7461867808402465,pitching,MLB
1974,ERA,3.627319297509229,pitching,MLB
1975,ERA,3.7105172215182582,pitching,MLB
1976,ERA,3.5141204653693086,pitching,MLB
1977,ERA,3.9993110575266964,pitching,MLB
1978,ERA,3.6869677304649304,pitching,MLB
1979,ERA,4.002872770934317,pitching,MLB
1980,ERA,3.8418615297929284,pitching,MLB
1981,ERA,3.5835026897788405,pitching,MLB
1982,ERA,3.8629471553658643,pitching,MLB
1983,ERA,3.872847225902178,pitching,MLB
1984,ERA,3.810801492299804,pitching,MLB
1985,ERA,3.893605721569183,pitching,MLB
1986,ERA,3.9724923245711046,pitching,MLB
1987,ERA,4.293451261488237,pitching,MLB
1988,ERA,3.733546896985036,pitching,MLB
1989,ERA,3.7109638075036457,pitching,MLB
1990,ERA,3.8612843971568274,pitching,MLB
1991,ERA,3.911233882568905,pitching,MLB
1992,ERA,3.745631735234252,pitching,MLB
1993,ERA,4.1906090305379315,pitching,MLB
1994,ERA,4.511596450518313,pitching,MLB
1995,ERA,4.4515430728241565,pitching,MLB
1996,ERA,4.610870958728489,pitching,MLB
1997,ERA,4.389207494932516,pitching,MLB
1998,ERA,4.431552369842829,pitching,MLB
1999,ERA,4.708556397241464,pitching,MLB
2000,ERA,4.76968851410204,pitching,MLB
2001,ERA,4.417527837242611,pitching,MLB
2002,ERA,4.278582819108369,pitching,MLB
2003,ERA,4.399758472685876,pitching,MLB
2004,ERA,4.46474166935521,pitching,MLB
2005,ERA,4.290955072206758,pitching,MLB
2006,ERA,4.526838966202783,pitching,MLB
2007,ERA,4.4730919502291275,pitching,MLB
2008,ERA,4.323802787665388,pitching,MLB
2009,ERA,4.32175540765391,pitching,MLB
2010,ERA,4.079428245943532,pitching,MLB
2011,ERA,3.942419322724418,pitching,MLB
2012,ERA,4.014730982731844,pitching,MLB
2013,ERA,3.865684178375076,pitching,MLB
2014,ERA,3.7410521166912516,pitching,MLB
2015,ERA,3.9617886241293783,pitching,MLB
2016,ERA,4.189687420623619,pitching,MLB
2017,ERA,4.358207920105416,pitching,MLB
2018,ERA,4.149532065579802,pitching,MLB
2019,ERA,4.505457895140861,pitching,MLB
2020,ERA,4.453260354264535,pitching,MLB
2021,ERA,4.265892291446674,pitching,MLB
2022,ERA,3.9683268072988405,pitching,MLB
2023,ERA,4.3317138834305515,pitching,MLB
2024,ERA,4.07894146843037,pitching,MLB
1876,SO,589.0,pitching,MLB
1877,SO,726.0,pitching,MLB
1878,SO,1081.0,pitching,MLB
1879,SO,1843.0,pitching,MLB
1880,SO,1989.0,pitching,MLB
1881,SO,1784.0,pitching,MLB
1882,SO,2156.0,pitching,MLB
1883,SO,2877.0,pitching,MLB
1884,SO,4335.0,pitching,MLB
1885,SO,3335.0,pitching,MLB
1886,SO,4321.0,pitching,MLB
1887,SO,2840.0,pitching,MLB
1888,SO,4000.0,pitching,MLB
1889,SO,3508.0,pitching,MLB
1890,SO,3707.0,pitching,MLB
1891,SO,3641.0,pitching,MLB
1892,SO,5978.0,pitching,MLB
1893,SO,3342.0,pitching,MLB
1894,SO,3333.0,pitching,MLB
1895,SO,3623.0,pitching,MLB
1896,SO,3523.0,pitching,MLB
1897,SO,3734.0,pitching,MLB
1898,SO,4247.0,pitching,MLB
1899,SO,3867.0,pitching,MLB
1900,SO,2697.0,pitching,MLB
1901,SO,6977.0,pitching,MLB
1902,SO,6656.0,pitching,MLB
1903,SO,7966.0,pitching,MLB
1904,SO,9303.0,pitching,MLB
1905,SO,9569.0,pitching,MLB
1906,SO,9098.0,pitching,MLB
1907,SO,8696.0,pitching,MLB
1908,SO,9110.0,pitching,MLB
1909,SO,9355.0,pitching,MLB
1910,SO,9698.0,pitching,MLB
1911,SO,9885.0,pitching,MLB
1912,SO,9785.0,pitching,MLB
1913,SO,9459.0,pitching,MLB
1914,SO,9838.0,pitching,MLB
1915,SO,9586.0,pitching,MLB
1916,SO,9525.0,pitching,MLB
1917,SO,8641.0,pitching,MLB
1918,SO,5875.0,pitching,MLB
1919,SO,6871.0,pitching,MLB
1920,SO,7269.0,pitching,MLB
1921,SO,6962.0,pitching,MLB
1922,SO,6935.0,pitching,MLB
1923,SO,7007.0,pitching,MLB
1924,SO,6624.0,pitching,MLB
1925,SO,6687.0,pitching,MLB
1926,SO,6815.0,pitching,MLB
1927,SO,6895.0,pitching,MLB
1928,SO,7094.0,pitching,MLB
1929,SO,7038.0,pitching,MLB
1930,SO,7930.0,pitching,MLB
1931,SO,7908.0,pitching,MLB
1932,SO,7858.0,pitching,MLB
1933,SO,7443.0,pitching,MLB
1934,SO,8429.0,pitching,MLB
1935,SO,8016.0,pitching,MLB
1936,SO,8233.0,pitching,MLB
1937,SO,9006.0,pitching,MLB
1938,SO,8342.0,pitching,MLB
1939,SO,8518.0,pitching,MLB
1940,SO,9056.0,pitching,MLB
1941,SO,8836.0,pitching,MLB
1942,SO,8334.0,pitching,MLB
1943,SO,8562.0,pitching,MLB
1944,SO,8163.0,pitching,MLB
1945,SO,8051.0,pitching,MLB
1946,SO,9657.0,pitching,MLB
1947,SO,9133.0,pitching,MLB
1948,SO,9021.0,pitching,MLB
1949,SO,8946.0,pitching,MLB
1950,SO,9565.0,pitching,MLB
1951,SO,9341.0,pitching,MLB
1952,SO,10394.0,pitching,MLB
1953,SO,10218.0,pitching,MLB
1954,SO,10215.0,pitching,MLB
1955,SO,10825.0,pitching,MLB
1956,SO,11507.0,pitching,MLB
1957,SO,11964.0,pitching,MLB
1958,SO,12228.0,pitching,MLB
1959,SO,12606.0,pitching,MLB
1960,SO,12817.0,pitching,MLB
1961,SO,14952.0,pitching,MLB
1962,SO,17567.0,pitching,MLB
1963,SO,18773.0,pitching,MLB
1964,SO,19212.0,pitching,MLB
1965,SO,19283.0,pitching,MLB
1966,SO,18805.0,pitching,MLB
1967,SO,19413.0,pitching,MLB
1968,SO,19143.0,pitching,MLB
1969,SO,22473.0,pitching,MLB
1970,SO,22374.0,pitching,MLB
1971,SO,20956.0,pitching,MLB
1972,SO,20718.0,pitching,MLB
1973,SO,20358.0,pitching,MLB
1974,SO,19495.0,pitching,MLB
1975,SO,19280.0,pitching,MLB
1976,SO,18745.0,pitching,MLB
1977,SO,21722.0,pitching,MLB
1978,SO,20058.0,pitching,MLB
1979,SO,20035.0,pitching,MLB
1980,SO,20212.0,pitching,MLB
1981,SO,13237.0,pitching,MLB
1982,SO,21221.0,pitching,MLB
1983,SO,21716.0,pitching,MLB
1984,SO,22500.0,pitching,MLB
1985,SO,22451.0,pitching,MLB
1986,SO,24706.0,pitching,MLB
1987,SO,25099.0,pitching,MLB
1988,SO,23355.0,pitching,MLB
1989,SO,23650.0,pitching,MLB
1990,SO,23853.0,pitching,MLB
1991,SO,24390.0,pitching,MLB
1992,SO,23538.0,pitching,MLB
1993,SO,26310.0,pitching,MLB
1994,SO,19766.0,pitching,MLB
1995,SO,25425.0,pitching,MLB
1996,SO,29308.0,pitching,MLB
1997,SO,29937.0,pitching,MLB
1998,SO,31893.0,pitching,MLB
1999,SO,31119.0,pitching,MLB
2000,SO,31356.0,pitching,MLB
2001,SO,32404.0,pitching,MLB
2002,SO,31394.0,pitching,MLB
2003,SO,30801.0,pitching,MLB
2004,SO,31828.0,pitching,MLB
2005,SO,30644.0,pitching,MLB
2006,SO,31655.0,pitching,MLB
2007,SO,32189.0,pitching,MLB
2008,SO,32884.0,pitching,MLB
2009,SO,33591.0,pitching,MLB
2010,SO,34306.0,pitching,MLB
2011,SO,34488.0,pitching,MLB
2012,SO,36426.0,pitching,MLB
2013,SO,36710.0,pitching,MLB
2014,SO,37441.0,pitching,MLB
2015,SO,37446.0,pitching,MLB
2016,SO,38982.0,pitching,MLB
2017,SO,40104.0,pitching,MLB
2018,SO,41207.0,pitching,MLB
2019,SO,42823.0,pitching,MLB
2020,SO,15586.0,pitching,MLB
2021,SO,42145.0,pitching,MLB
2022,SO,40812.0,pitching,MLB
2023,SO,41843.0,pitching,MLB
2024,SO,41197.0,pitching,MLB
1876,BB,336.0,pitching,MLB
1877,BB,346.0,pitching,MLB
1878,BB,364.0,pitching,MLB
1879,BB,508.0,pitching,MLB
1880,BB,739.0,pitching,MLB
1881,BB,1036.0,pitching,MLB
1882,BB,957.0,pitching,MLB
1883,BB,1121.0,pitching,MLB
1884,BB,1821.0,pitching,MLB
1885,BB,1844.0,pitching,MLB
1886,BB,2391.0,pitching,MLB
1887,BB,2732.0,pitching,MLB
1888,BB,2092.0,pitching,MLB
1889,BB,3613.0,pitching,MLB
1890,BB,3771.0,pitching,MLB
1891,BB,3804.0,pitching,MLB
1892,BB,6178.0,pitching,MLB
1893,BB,6143.0,pitching,MLB
1894,BB,5870.0,pitching,MLB
1895,BB,5120.0,pitching,MLB
1896,BB,4854.0,pitching,MLB
1897,BB,4729.0,pitching,MLB
1898,BB,5092.0,pitching,MLB
1899,BB,4979.0,pitching,MLB
1900,BB,3034.0,pitching,MLB
1901,BB,5465.0,pitching,MLB
1902,BB,5442.0,pitching,MLB
1903,BB,5445.0,pitching,MLB
1904,BB,5742.0,pitching,MLB
1905,BB,6272.0,pitching,MLB
1906,BB,6258.0,pitching,MLB
1907,BB,6312.0,pitching,MLB
1908,BB,6119.0,pitching,MLB
1909,BB,6663.0,pitching,MLB
1910,BB,7487.0,pitching,MLB
1911,BB,7917.0,pitching,MLB
1912,BB,7662.0,pitching,MLB
1913,BB,7322.0,pitching,MLB
1914,BB,7522.0,pitching,MLB
1915,BB,7485.0,pitching,MLB
1916,BB,7088.0,pitching,MLB
1917,BB,6888.0,pitching,MLB
1918,BB,5728.0,pitching,MLB
1919,BB,5981.0,pitching,MLB
1920,BB,6824.0,pitching,MLB
1921,BB,6825.0,pitching,MLB
1922,BB,7218.0,pitching,MLB
1923,BB,7595.0,pitching,MLB
1924,BB,7352.0,pitching,MLB
1925,BB,7768.0,pitching,MLB
1926,BB,7676.0,pitching,MLB
1927,BB,7441.0,pitching,MLB
1928,BB,7662.0,pitching,MLB
1929,BB,8010.0,pitching,MLB
1930,BB,7645.0,pitching,MLB
1931,BB,7669.0,pitching,MLB
1932,BB,7540.0,pitching,MLB
1933,BB,7349.0,pitching,MLB
1934,BB,7850.0,pitching,MLB
1935,BB,7830.0,pitching,MLB
1936,BB,8415.0,pitching,MLB
1937,BB,8442.0,pitching,MLB
1938,BB,8629.0,pitching,MLB
1939,BB,8478.0,pitching,MLB
1940,BB,8265.0,pitching,MLB
1941,BB,8891.0,pitching,MLB
1942,BB,8385.0,pitching,MLB
1943,BB,8351.0,pitching,MLB
1944,BB,7923.0,pitching,MLB
1945,BB,8297.0,pitching,MLB
1946,BB,8783.0,pitching,MLB
1947,BB,9209.0,pitching,MLB
1948,BB,9625.0,pitching,MLB
1949,BB,10020.0,pitching,MLB
1950,BB,9955.0,pitching,MLB
1951,BB,9258.0,pitching,MLB
1952,BB,8787.0,pitching,MLB
1953,BB,8689.0,pitching,MLB
1954,BB,9033.0,pitching,MLB
1955,BB,9048.0,pitching,MLB
1956,BB,9000.0,pitching,MLB
1957,BB,8175.0,pitching,MLB
1958,BB,8127.0,pitching,MLB
1959,BB,8184.0,pitching,MLB
1960,BB,8384.0,pitching,MLB
1961,BB,9897.0,pitching,MLB
1962,BB,10936.0,pitching,MLB
1963,BB,9591.0,pitching,MLB
1964,BB,9621.0,pitching,MLB
1965,BB,10036.0,pitching,MLB
1966,BB,9331.0,pitching,MLB
1967,BB,9665.0,pitching,MLB
1968,BB,9156.0,pitching,MLB
1969,BB,13429.0,pitching,MLB
1970,BB,13727.0,pitching,MLB
1971,BB,12536.0,pitching,MLB
1972,BB,11727.0,pitching,MLB
1973,BB,13100.0,pitching,MLB
1974,BB,12963.0,pitching,MLB
1975,BB,13402.0,pitching,MLB
1976,BB,12391.0,pitching,MLB
1977,BB,13757.0,pitching,MLB
1978,BB,13566.0,pitching,MLB
1979,BB,13601.0,pitching,MLB
1980,BB,13190.0,pitching,MLB
1981,BB,8868.0,pitching,MLB
1982,BB,13302.0,pitching,MLB
1983,BB,13518.0,pitching,MLB
1984,BB,13320.0,pitching,MLB
1985,BB,13838.0,pitching,MLB
1986,BB,14227.0,pitching,MLB
1987,BB,14389.0,pitching,MLB
1988,BB,12984.0,pitching,MLB
1989,BB,13528.0,pitching,MLB
1990,BB,13852.0,pitching,MLB
1991,BB,13984.0,pitching,MLB
1992,BB,13682.0,pitching,MLB
1993,BB,15110.0,pitching,MLB
1994,BB,11131.0,pitching,MLB
1995,BB,14240.0,pitching,MLB
1996,BB,16093.0,pitching,MLB
1997,BB,15666.0,pitching,MLB
1998,BB,16447.0,pitching,MLB
1999,BB,17891.0,pitching,MLB
2000,BB,18237.0,pitching,MLB
2001,BB,15806.0,pitching,MLB
2002,BB,16246.0,pitching,MLB
2003,BB,15889.0,pitching,MLB
2004,BB,16222.0,pitching,MLB
2005,BB,15207.0,pitching,MLB
2006,BB,15847.0,pitching,MLB
2007,BB,16079.0,pitching,MLB
2008,BB,16337.0,pitching,MLB
2009,BB,16620.0,pitching,MLB
2010,BB,15778.0,pitching,MLB
2011,BB,15018.0,pitching,MLB
2012,BB,14709.0,pitching,MLB
2013,BB,14640.0,pitching,MLB
2014,BB,14020.0,pitching,MLB
2015,BB,14073.0,pitching,MLB
2016,BB,15088.0,pitching,MLB
2017,BB,15829.0,pitching,MLB
2018,BB,15686.0,pitching,MLB
2019,BB,15895.0,pitching,MLB
2020,BB,6092.0,pitching,MLB
2021,BB,15794.0,pitching,MLB
2022,BB,14853.0,pitching,MLB
2023,BB,15819.0,pitching,MLB
2024,BB,14929.0,pitching,MLB
1876,HR,40.0,pitching,MLB
1877,HR,24.0,pitching,MLB
1878,HR,23.0,pitching,MLB
1879,HR,58.0,pitching,MLB
1880,HR,62.0,pitching,MLB
1881,HR,76.0,pitching,MLB
1882,HR,126.0,pitching,MLB
1883,HR,124.0,pitching,MLB
1884,HR,321.0,pitching,MLB
1885,HR,174.0,pitching,MLB
1886,HR,249.0,pitching,MLB
1887,HR,383.0,pitching,MLB
1888,HR,333.0,pitching,MLB
1889,HR,371.0,pitching,MLB
1890,HR,257.0,pitching,MLB
1891,HR,294.0,pitching,MLB
1892,HR,417.0,pitching,MLB
1893,HR,460.0,pitching,MLB
1894,HR,629.0,pitching,MLB
1895,HR,488.0,pitching,MLB
1896,HR,404.0,pitching,MLB
1897,HR,368.0,pitching,MLB
1898,HR,299.0,pitching,MLB
1899,HR,352.0,pitching,MLB
1900,HR,254.0,pitching,MLB
1901,HR,455.0,pitching,MLB
1902,HR,354.0,pitching,MLB
1903,HR,335.0,pitching,MLB
1904,HR,331.0,pitching,MLB
1905,HR,338.0,pitching,MLB
1906,HR,261.0,pitching,MLB
1907,HR,244.0,pitching,MLB
1908,HR,267.0,pitching,MLB
