year,league,role,age_group,weight,share
1893,MLB,pitching,30-32,400.6666666666667,0.028906738492616997
1893,MLB,pitching,33-35,832.3333333333333,0.06005002164398056
1893,MLB,pitching,36+,196.0,0.014140733971429944
1894,MLB,pitching,<=23,3451.3333333333335,0.2496383450670267
1894,MLB,pitching,24-26,6612.0,0.47825248336387305
1894,MLB,pitching,27-29,3009.3333333333335,0.21766804899218825
1894,MLB,pitching,30-32,309.0,0.02235027485774906
1894,MLB,pitching,33-35,441.6666666666667,0.031946185745973577
1894,MLB,pitching,36+,2.0,0.0001446619731893143
1895,MLB,pitching,<=23,4030.0,0.2918809299630622
1895,MLB,pitching,24-26,4292.0,0.31085681176214963
1895,MLB,pitching,27-29,4208.666666666667,0.30482122594819056
1895,MLB,pitching,30-32,985.3333333333333,0.07136476666425243
1895,MLB,pitching,33-35,291.0,0.021076265662345186
1895,MLB,pitching,36+,0.0,0.0
1896,MLB,pitching,<=23,4375.666666666667,0.31795281693552296
1896,MLB,pitching,24-26,3315.0,0.24088068594681006
1896,MLB,pitching,27-29,4602.666666666667,0.33444751247396215
1896,MLB,pitching,30-32,1283.0,0.09322772852783026
1896,MLB,pitching,33-35,185.66666666666666,0.01349125611587463
1896,MLB,pitching,36+,0.0,0.0
1897,MLB,pitching,<=23,3829.3333333333335,0.2734456821860421
1897,MLB,pitching,24-26,4896.333333333333,0.34963819860992096
1897,MLB,pitching,27-29,3869.3333333333335,0.2763020089498239
1897,MLB,pitching,30-32,1369.0,0.09775778349043131
1897,MLB,pitching,33-35,0.0,0.0
1897,MLB,pitching,36+,40.0,0.0028563267637817767
1898,MLB,pitching,<=23,4688.0,0.29383252548888517
1898,MLB,pitching,24-26,5049.0,0.3164591342136052
1898,MLB,pitching,27-29,3572.0,0.22388433896038779
1898,MLB,pitching,30-32,2582.0,0.1618335283302691
1898,MLB,pitching,33-35,63.666666666666664,0.00399047300685275
1898,MLB,pitching,36+,0.0,0.0
1899,MLB,pitching,<=23,2309.6666666666665,0.1453687191859855
1899,MLB,pitching,24-26,7439.333333333333,0.4682261617539075
1899,MLB,pitching,27-29,3389.3333333333335,0.2133221441309137
1899,MLB,pitching,30-32,2262.0,0.14236861428721284
1899,MLB,pitching,33-35,488.0,0.030714360641980493
1899,MLB,pitching,36+,0.0,0.0
1900,MLB,pitching,<=23,1013.0,0.10217873713939883
1900,MLB,pitching,24-26,3794.0,0.3826911438369982
1900,MLB,pitching,27-29,2813.6666666666665,0.2838074103960729
1900,MLB,pitching,30-32,1759.3333333333335,0.17745948490350347
1900,MLB,pitching,33-35,534.0,0.05386322372402663
1900,MLB,pitching,36+,0.0,0.0
1901,MLB,pitching,<=23,3974.3333333333335,0.20336352317112694
1901,MLB,pitching,24-26,6340.0,0.3244128332395231
1901,MLB,pitching,27-29,5988.666666666667,0.30643538180763785
1901,MLB,pitching,30-32,2166.6666666666665,0.1108666359651367
1901,MLB,pitching,33-35,873.6666666666666,0.04470483890224974
1901,MLB,pitching,36+,199.66666666666669,0.010216786914325676
1902,MLB,pitching,<=23,3738.0,0.1894928944389057
1902,MLB,pitching,24-26,5171.0,0.26213690667297523
1902,MLB,pitching,27-29,7375.333333333333,0.3738826272833269
1902,MLB,pitching,30-32,2531.0,0.1283056489633147
1902,MLB,pitching,33-35,894.6666666666667,0.0453539262238294
1902,MLB,pitching,36+,16.333333333333332,0.0008279964176481522
1903,MLB,pitching,<=23,3092.0,0.15740976429262332
1903,MLB,pitching,24-26,5418.333333333333,0.27584041813029236
1903,MLB,pitching,27-29,6498.0,0.3308048668736955
1903,MLB,pitching,30-32,3320.0,0.16901695260398106
1903,MLB,pitching,33-35,973.0,0.04953418520592578
1903,MLB,pitching,36+,341.6666666666667,0.017393812893481988
1904,MLB,pitching,<=23,3206.0,0.14573610521849809
1904,MLB,pitching,24-26,4872.333333333333,0.22148312018910235
1904,MLB,pitching,27-29,7742.0,0.35193042002545605
1904,MLB,pitching,30-32,4323.666666666667,0.19654221467967756
1904,MLB,pitching,33-35,1474.6666666666667,0.06703436571913449
1904,MLB,pitching,36+,380.0,0.0172737741681314
1905,MLB,pitching,<=23,2088.6666666666665,0.09502289891116435
1905,MLB,pitching,24-26,7157.666666666667,0.32563464863061475
1905,MLB,pitching,27-29,6303.333333333334,0.28676715901853145
1905,MLB,pitching,30-32,4250.0,0.19335173334142125
1905,MLB,pitching,33-35,1860.3333333333333,0.08463498225713505
1905,MLB,pitching,36+,320.6666666666667,0.014588577841133116
1906,MLB,pitching,<=23,2831.0,0.13042476734543446
1906,MLB,pitching,24-26,6193.666666666667,0.28534353020670167
1906,MLB,pitching,27-29,5740.0,0.26444301114899105
1906,MLB,pitching,30-32,4120.0,0.1898092693264535
1906,MLB,pitching,33-35,2266.0,0.10439509812954943
1906,MLB,pitching,36+,555.3333333333334,0.02558432384286987
1907,MLB,pitching,<=23,2944.3333333333335,0.1349167557659997
1907,MLB,pitching,24-26,5614.333333333333,0.25726286848938446
1907,MLB,pitching,27-29,4896.333333333333,0.22436230334504353
1907,MLB,pitching,30-32,5020.0,0.2300290209256148
1907,MLB,pitching,33-35,2551.3333333333335,0.11690850771345655
1907,MLB,pitching,36+,797.0,0.036520543760501
1908,MLB,pitching,<=23,3317.0,0.148677722994173
1908,MLB,pitching,24-26,5026.666666666667,0.22531002539967132
1908,MLB,pitching,27-29,6425.666666666667,0.28801733154041537
1908,MLB,pitching,30-32,4591.333333333333,0.20579710144927535
1908,MLB,pitching,33-35,2184.0,0.09789332138054684
1908,MLB,pitching,36+,765.3333333333333,0.03430449723591812
1909,MLB,pitching,<=23,4038.3333333333335,0.18180044718558203
1909,MLB,pitching,24-26,6656.666666666667,0.2996743648614175
1909,MLB,pitching,27-29,6022.333333333333,0.2711175137682138
1909,MLB,pitching,30-32,3150.0,0.1418088506730293
1909,MLB,pitching,33-35,1622.3333333333335,0.07303530965350621
1909,MLB,pitching,36+,723.3333333333333,0.032563513858251174
1910,MLB,pitching,<=23,4679.0,0.20912978054558184
1910,MLB,pitching,24-26,6129.0,0.273938111768299
1910,MLB,pitching,27-29,6010.333333333333,0.2686342575348996
1910,MLB,pitching,30-32,3006.0,0.1343543749348192
1910,MLB,pitching,33-35,1898.0,0.08483187080049462
1910,MLB,pitching,36+,651.3333333333334,0.029111604415905604
1911,MLB,pitching,<=23,5152.666666666667,0.23374463194822478
1911,MLB,pitching,24-26,5978.333333333333,0.27120002419403616
1911,MLB,pitching,27-29,5882.0,0.26682997641081474
1911,MLB,pitching,30-32,3418.0,0.1550535293050263
1911,MLB,pitching,33-35,1143.6666666666667,0.05188108631222404
1911,MLB,pitching,36+,469.3333333333333,0.021290751829673986
1912,MLB,pitching,<=23,5478.0,0.2503656307129799
1912,MLB,pitching,24-26,5742.666666666667,0.26246191346739794
1912,MLB,pitching,27-29,5541.666666666667,0.2532754418037782
1912,MLB,pitching,30-32,3214.3333333333335,0.14690737355271177
1912,MLB,pitching,33-35,1406.3333333333335,0.06427483241925656
1912,MLB,pitching,36+,497.0,0.022714808043875684
1913,MLB,pitching,<=23,5195.0,0.23541940454071691
1913,MLB,pitching,24-26,7916.333333333333,0.3587408045195692
1913,MLB,pitching,27-29,4452.666666666667,0.20177942931375661
1913,MLB,pitching,30-32,2762.6666666666665,0.12519448346701711
1913,MLB,pitching,33-35,1314.0,0.05954592830924004
1913,MLB,pitching,36+,426.3333333333333,0.019319949849700153
1914,MLB,pitching,<=23,6033.666666666667,0.2690238392485584
1914,MLB,pitching,24-26,8678.0,0.3869270554663813
1914,MLB,pitching,27-29,4558.333333333333,0.20324297009690268
1914,MLB,pitching,30-32,2255.3333333333335,0.10055882527792641
1914,MLB,pitching,33-35,708.3333333333334,0.03158254562748945
1914,MLB,pitching,36+,194.33333333333334,0.008664764282741811
1915,MLB,pitching,<=23,5854.333333333333,0.2628129348915857
1915,MLB,pitching,24-26,6541.333333333333,0.29365376270070476
1915,MLB,pitching,27-29,6247.0,0.28044054050009726
1915,MLB,pitching,30-32,2836.3333333333335,0.12732877429781375
1915,MLB,pitching,33-35,746.0,0.03348945785386146
1915,MLB,pitching,36+,50.666666666666664,0.0022745297559369714
1916,MLB,pitching,<=23,5082.0,0.22575295406758078
1916,MLB,pitching,24-26,6707.0,0.2979388160037907
1916,MLB,pitching,27-29,6153.666666666667,0.2733586045547428
1916,MLB,pitching,30-32,3365.0,0.1494802617940593
1916,MLB,pitching,33-35,646.6666666666666,0.028726271211537893
1916,MLB,pitching,36+,557.0,0.024743092368288568
1917,MLB,pitching,<=23,4102.0,0.18228140599309742
1917,MLB,pitching,24-26,7265.0,0.3228362785323873
1917,MLB,pitching,27-29,7373.0,0.3276354964376176
1917,MLB,pitching,30-32,2351.0,0.10447186384441054
1917,MLB,pitching,33-35,1183.0,0.05256921094340181
1917,MLB,pitching,36+,229.66666666666669,0.010205744249085335
1918,MLB,pitching,<=23,2625.6666666666665,0.14275099673794853
1918,MLB,pitching,24-26,5564.666666666667,0.30253715114171803
1918,MLB,pitching,27-29,5499.333333333333,0.2989851395433128
1918,MLB,pitching,30-32,2862.6666666666665,0.155636100036245
1918,MLB,pitching,33-35,1788.3333333333333,0.09722725625226532
1918,MLB,pitching,36+,52.66666666666667,0.0028633562885103303
1919,MLB,pitching,<=23,1410.6666666666667,0.07013938379435505
1919,MLB,pitching,24-26,6866.333333333333,0.3413991414886388
1919,MLB,pitching,27-29,6680.666666666667,0.3321676583191077
1919,MLB,pitching,30-32,3193.3333333333335,0.158774881084575
1919,MLB,pitching,33-35,1612.0,0.08014982514874787
1919,MLB,pitching,36+,349.3333333333333,0.017369110164575634
1920,MLB,pitching,<=23,2340.3333333333335,0.10512210094476634
1920,MLB,pitching,24-26,5996.666666666667,0.26935573223135545
1920,MLB,pitching,27-29,8381.333333333334,0.3764691790564314
1920,MLB,pitching,30-32,4019.0,0.18052373893904683
1920,MLB,pitching,33-35,691.3333333333333,0.03105301771249756
1920,MLB,pitching,36+,834.3333333333333,0.03747623111590231
1921,MLB,pitching,<=23,2853.6666666666665,0.12969640043631075
1921,MLB,pitching,24-26,4424.333333333333,0.20108168706823415
1921,MLB,pitching,27-29,8289.333333333334,0.3767422130650831
1921,MLB,pitching,30-32,4787.333333333333,0.21757968731062902
1921,MLB,pitching,33-35,1264.6666666666667,0.05747788146891287
1921,MLB,pitching,36+,383.3333333333333,0.017422130650830203
1922,MLB,pitching,<=23,3600.0,0.1629155855910215
1922,MLB,pitching,24-26,4743.666666666667,0.2146714535690581
1922,MLB,pitching,27-29,6046.666666666667,0.2736378446871417
1922,MLB,pitching,30-32,5239.666666666667,0.2371176009171544
1922,MLB,pitching,33-35,1840.0,0.08326796596874433
1922,MLB,pitching,36+,627.3333333333334,0.028389549266879862
1923,MLB,pitching,<=23,2908.3333333333335,0.13166830151663775
1923,MLB,pitching,24-26,4691.666666666667,0.2124047385497623
1923,MLB,pitching,27-29,6256.666666666667,0.2832566211423828
1923,MLB,pitching,30-32,4981.666666666667,0.22553384139440125
1923,MLB,pitching,33-35,2262.0,0.1024070021881838
1923,MLB,pitching,36+,988.0,0.044729495208632
1924,MLB,pitching,<=23,3013.3333333333335,0.13734427225767246
1924,MLB,pitching,24-26,5072.666666666667,0.23120632026739593
1924,MLB,pitching,27-29,4782.333333333333,0.21797326040717105
1924,MLB,pitching,30-32,4699.0,0.2141750227894257
1924,MLB,pitching,33-35,3482.6666666666665,0.15873594652081432
1924,MLB,pitching,36+,890.0,0.04056517775752051
1925,MLB,pitching,<=23,1350.6666666666667,0.06186259541984732
1925,MLB,pitching,24-26,5446.666666666667,0.2494656488549618
1925,MLB,pitching,27-29,4945.0,0.22648854961832057
1925,MLB,pitching,30-32,5167.666666666667,0.23668702290076335
1925,MLB,pitching,33-35,3697.6666666666665,0.16935877862595416
1925,MLB,pitching,36+,1225.6666666666667,0.05613740458015267
1926,MLB,pitching,<=23,1146.6666666666667,0.052327350167325835
1926,MLB,pitching,24-26,5541.666666666667,0.25289017341040465
1926,MLB,pitching,27-29,6017.0,0.27458168542744144
1926,MLB,pitching,30-32,4655.0,0.2124277456647399
1926,MLB,pitching,33-35,3193.333333333333,0.14572558564040158
1926,MLB,pitching,36+,1359.6666666666667,0.062047459689686654
1927,MLB,pitching,<=23,1926.3333333333335,0.08751684763678767
1927,MLB,pitching,24-26,3752.0,0.17046022443323794
1927,MLB,pitching,27-29,6784.333333333333,0.30822467554101735
1927,MLB,pitching,30-32,4863.333333333333,0.2209501309951085
1927,MLB,pitching,33-35,2674.0,0.12148471218935987
1927,MLB,pitching,36+,2011.0,0.09136340920448867
1928,MLB,pitching,<=23,2721.6666666666665,0.12366340532517492
1928,MLB,pitching,24-26,3621.0,0.1645260957804501
1928,MLB,pitching,27-29,6328.333333333333,0.2875382425105261
1928,MLB,pitching,30-32,4438.0,0.20164783570108744
1928,MLB,pitching,33-35,2953.0,0.13417441613909672
1928,MLB,pitching,36+,1946.6666666666665,0.08845000454366461
1929,MLB,pitching,<=23,2289.3333333333335,0.10475899938987189
1929,MLB,pitching,24-26,3567.6666666666665,0.16325503355704699
1929,MLB,pitching,27-29,6362.0,0.2911226357535083
1929,MLB,pitching,30-32,4520.333333333333,0.20684868822452715
1929,MLB,pitching,33-35,3195.6666666666665,0.14623245881635144
1929,MLB,pitching,36+,1918.3333333333333,0.08778218425869433
1930,MLB,pitching,<=23,2380.6666666666665,0.10889519104686975
1930,MLB,pitching,24-26,5219.666666666667,0.23875522215106884
1930,MLB,pitching,27-29,5356.0,0.24499130912084896
1930,MLB,pitching,30-32,4687.666666666667,0.2144207605281615
1930,MLB,pitching,33-35,2391.3333333333335,0.10938310005184033
1930,MLB,pitching,36+,1826.6666666666667,0.08355441710121063
1931,MLB,pitching,<=23,1932.3333333333333,0.08787061177469228
1931,MLB,pitching,24-26,5253.0,0.23887406778633358
1931,MLB,pitching,27-29,5141.0,0.23378099799915114
1931,MLB,pitching,30-32,5050.666666666667,0.2296731946886558
1931,MLB,pitching,33-35,2411.666666666667,0.10966773782816953
1931,MLB,pitching,36+,2202.0,0.10013338992299763
1932,MLB,pitching,<=23,2126.333333333333,0.09609967007637957
1932,MLB,pitching,24-26,5610.333333333333,0.25355910754907424
1932,MLB,pitching,27-29,4400.333333333333,0.1988731375886952
1932,MLB,pitching,30-32,4825.333333333333,0.21808101959957216
1932,MLB,pitching,33-35,2882.333333333333,0.13026710254749244
1932,MLB,pitching,36+,2281.6666666666665,0.10311996263878637
1933,MLB,pitching,<=23,1743.3333333333335,0.07960305018188461
1933,MLB,pitching,24-26,5331.333333333333,0.24343617296540387
1933,MLB,pitching,27-29,5291.333333333333,0.24160971674708148
1933,MLB,pitching,30-32,3931.6666666666665,0.17952542579260589
1933,MLB,pitching,33-35,3333.0,0.152189464391714
1933,MLB,pitching,36+,2269.6666666666665,0.10363616992131018
1934,MLB,pitching,<=23,1919.0,0.08838837455667634
1934,MLB,pitching,24-26,5726.333333333333,0.26375262923556414
1934,MLB,pitching,27-29,6164.0,0.2839113813274377
1934,MLB,pitching,30-32,3598.0,0.16572244484362766
1934,MLB,pitching,33-35,2579.6666666666665,0.11881841769916938
1934,MLB,pitching,36+,1724.0,0.07940675233752476
1935,MLB,pitching,<=23,2198.0,0.10045703839122486
1935,MLB,pitching,24-26,5818.0,0.2659049360146252
1935,MLB,pitching,27-29,6104.666666666667,0.279006703229738
1935,MLB,pitching,30-32,3587.0,0.1639396709323583
1935,MLB,pitching,33-35,2381.3333333333335,0.10883607556368069
1935,MLB,pitching,36+,1791.0,0.08185557586837294
1936,MLB,pitching,<=23,1534.3333333333333,0.06960427031195658
1936,MLB,pitching,24-26,5076.0,0.2302702212275635
1936,MLB,pitching,27-29,7387.333333333333,0.3351227109827464
1936,MLB,pitching,30-32,4555.0,0.2066353147540488
1936,MLB,pitching,33-35,1962.3333333333333,0.08902027793319321
1936,MLB,pitching,36+,1528.6666666666667,0.06934720479049161
1937,MLB,pitching,<=23,2151.0,0.09818629986914579
1937,MLB,pitching,24-26,3848.3333333333335,0.17566416116368946
1937,MLB,pitching,27-29,6291.0,0.2871641155168741
1937,MLB,pitching,30-32,5766.0,0.2631995374456042
1937,MLB,pitching,33-35,2163.666666666667,0.0987644928638812
1937,MLB,pitching,36+,1687.3333333333333,0.0770213931408052
1938,MLB,pitching,<=23,2125.6666666666665,0.09814544055405926
1938,MLB,pitching,24-26,4088.0,0.18874951904578685
1938,MLB,pitching,27-29,5726.333333333333,0.2643939976914198
1938,MLB,pitching,30-32,5651.333333333333,0.2609311273566756
1938,MLB,pitching,33-35,2742.0,0.12660253943824548
1938,MLB,pitching,36+,1325.0,0.06117737591381301
1939,MLB,pitching,<=23,1988.6666666666667,0.09111457283362351
1939,MLB,pitching,24-26,4071.6666666666665,0.18655120803934144
1939,MLB,pitching,27-29,5526.333333333333,0.253199547939766
1939,MLB,pitching,30-32,5952.0,0.27270228168239713
1939,MLB,pitching,33-35,3128.6666666666665,0.14334585662359875
1939,MLB,pitching,36+,1158.6666666666667,0.0530865328812731
1940,MLB,pitching,<=23,2389.6666666666665,0.10836671453404884
1940,MLB,pitching,24-26,4702.333333333333,0.2132416295064621
1940,MLB,pitching,27-29,4776.333333333333,0.21659738492933264
1940,MLB,pitching,30-32,5222.333333333333,0.23682261355906584
1940,MLB,pitching,33-35,3345.6666666666665,0.1517194467538357
1940,MLB,pitching,36+,1615.3333333333333,0.07325221071725493
1941,MLB,pitching,<=23,2435.0,0.10968797861797651
1941,MLB,pitching,24-26,5607.0,0.25257515240697914
1941,MLB,pitching,27-29,4155.666666666667,0.1871978137481606
1941,MLB,pitching,30-32,4486.666666666667,0.20210817141655904
1941,MLB,pitching,33-35,3447.6666666666665,0.1553049641130364
1941,MLB,pitching,36+,2067.3333333333335,0.0931259196972882
1942,MLB,pitching,<=23,2195.6666666666665,0.10002125850340135
1942,MLB,pitching,24-26,5090.333333333333,0.23188471817298348
1942,MLB,pitching,27-29,4961.0,0.22599307580174927
1942,MLB,pitching,30-32,4283.0,0.19510750728862974
1942,MLB,pitching,33-35,3771.6666666666665,0.17181426141885325
1942,MLB,pitching,36+,1650.3333333333335,0.07517917881438291
1943,MLB,pitching,<=23,1740.3333333333335,0.07768420426139745
1943,MLB,pitching,24-26,4218.666666666667,0.1883109153672182
1943,MLB,pitching,27-29,6112.0,0.27282466373050823
1943,MLB,pitching,30-32,3654.0,0.1631055826687299
1943,MLB,pitching,33-35,4309.666666666667,0.19237293179383408
1943,MLB,pitching,36+,2368.0,0.1057017021783121
1944,MLB,pitching,<=23,1321.6666666666665,0.05919942666885646
1944,MLB,pitching,24-26,5944.666666666667,0.2662705107723547
1944,MLB,pitching,27-29,4998.0,0.22386789494901232
1944,MLB,pitching,30-32,3256.0,0.1458411096346507
1944,MLB,pitching,33-35,3458.3333333333335,0.15490392224196367
1944,MLB,pitching,36+,3347.0,0.14991713573316212
1945,MLB,pitching,<=23,1696.0,0.07713298162634163
1945,MLB,pitching,24-26,3901.6666666666665,0.17744527317930991
1945,MLB,pitching,27-29,5746.333333333333,0.26133951852525616
1945,MLB,pitching,30-32,3660.6666666666665,0.16648474925717058
1945,MLB,pitching,33-35,2588.6666666666665,0.11773088351221878
1945,MLB,pitching,36+,4394.666666666667,0.19986659389970288
1946,MLB,pitching,<=23,803.6666666666666,0.0362883804936785
1946,MLB,pitching,24-26,4477.666666666667,0.20218242022877786
1946,MLB,pitching,27-29,7125.0,0.3217188440698374
1946,MLB,pitching,30-32,4914.333333333333,0.2218994581577363
1946,MLB,pitching,33-35,1715.6666666666665,0.0774683925346177
1946,MLB,pitching,36+,3110.3333333333335,0.1404425045153522
1947,MLB,pitching,<=23,1561.6666666666667,0.070845304702858
1947,MLB,pitching,24-26,4596.333333333333,0.20851353394828365
1947,MLB,pitching,27-29,6718.666666666667,0.3047935883865114
1947,MLB,pitching,30-32,5106.0,0.23163465900499014
1947,MLB,pitching,33-35,1667.6666666666667,0.07565401481929532
1947,MLB,pitching,36+,2393.0,0.10855889913806138
1948,MLB,pitching,<=23,2837.3333333333335,0.12936956653899934
1948,MLB,pitching,24-26,2680.6666666666665,0.12222627515350476
1948,MLB,pitching,27-29,7007.666666666667,0.3195179038239407
1948,MLB,pitching,30-32,5546.666666666667,0.2529029120311265
1948,MLB,pitching,33-35,2436.6666666666665,0.11110097878290473
1948,MLB,pitching,36+,1423.0,0.06488236366952398
1949,MLB,pitching,<=23,3071.6666666666665,0.13937624780688485
1949,MLB,pitching,24-26,3379.3333333333335,0.15333655998548007
1949,MLB,pitching,27-29,6490.0,0.29448242482908826
1949,MLB,pitching,30-32,5371.333333333333,0.24372315324581037
1949,MLB,pitching,33-35,2776.0,0.1259604331780507
1949,MLB,pitching,36+,950.3333333333333,0.0431211809546857
1950,MLB,pitching,<=23,3355.0,0.15268970539154705
1950,MLB,pitching,24-26,3871.6666666666665,0.17620376831821352
1950,MLB,pitching,27-29,6007.333333333333,0.2734002852028277
1950,MLB,pitching,30-32,4790.333333333333,0.21801328923814434
1950,MLB,pitching,33-35,3365.6666666666665,0.15317515701325887
1950,MLB,pitching,36+,582.6666666666666,0.02651779483600837
1951,MLB,pitching,<=23,2393.3333333333335,0.10776735459662289
1951,MLB,pitching,24-26,4550.666666666667,0.20490806754221388
1951,MLB,pitching,27-29,4237.666666666667,0.19081425891181988
1951,MLB,pitching,30-32,5879.666666666667,0.26475046904315197
1951,MLB,pitching,33-35,4002.0,0.18020262664165101
1951,MLB,pitching,36+,1145.0,0.05155722326454033
1952,MLB,pitching,<=23,2215.6666666666665,0.09977783782160977
1952,MLB,pitching,24-26,4304.666666666667,0.19385151160347056
1952,MLB,pitching,27-29,4599.666666666667,0.20713620943288602
1952,MLB,pitching,30-32,6017.333333333333,0.270977813804077
1952,MLB,pitching,33-35,3376.6666666666665,0.1520610045333093
1952,MLB,pitching,36+,1692.0,0.0761956228046474
1953,MLB,pitching,<=23,2003.0,0.09091321713870733
1953,MLB,pitching,24-26,5178.666666666667,0.23505204550956185
1953,MLB,pitching,27-29,5417.333333333333,0.24588477366255143
1953,MLB,pitching,30-32,4756.666666666667,0.21589808763011378
1953,MLB,pitching,33-35,2425.6666666666665,0.11009743403534253
1953,MLB,pitching,36+,2250.6666666666665,0.10215444202372306
1954,MLB,pitching,<=23,2515.0,0.1136637541428141
1954,MLB,pitching,24-26,5681.0,0.2567490207893944
1954,MLB,pitching,27-29,5426.0,0.24522446520036154
1954,MLB,pitching,30-32,3673.3333333333335,0.16601385959626394
1954,MLB,pitching,33-35,3085.3333333333335,0.1394395902380235
1954,MLB,pitching,36+,1746.0,0.07890931003314251
1955,MLB,pitching,<=23,2511.0,0.11407932397437645
1955,MLB,pitching,24-26,6487.666666666667,0.29474656611088396
1955,MLB,pitching,27-29,5656.333333333333,0.2569775718201505
1955,MLB,pitching,30-32,3381.6666666666665,0.15363530356034102
1955,MLB,pitching,33-35,2798.0,0.12711825905229204
1955,MLB,pitching,36+,1176.3333333333333,0.053442975481955986
1956,MLB,pitching,<=23,1934.3333333333333,0.08754620200648713
1956,MLB,pitching,24-26,6423.333333333333,0.29071433959417664
1956,MLB,pitching,27-29,5768.333333333333,0.26106962359508185
1956,MLB,pitching,30-32,3856.3333333333335,0.17453420834276231
1956,MLB,pitching,33-35,2509.0,0.1135551029644716
1956,MLB,pitching,36+,1603.6666666666667,0.07258052349702045
1957,MLB,pitching,<=23,2516.0,0.11260125609774291
1957,MLB,pitching,24-26,5486.0,0.24552086285859204
1957,MLB,pitching,27-29,7136.0,0.31936508883684156
1957,MLB,pitching,30-32,4191.333333333333,0.18757925201020392
1957,MLB,pitching,33-35,1307.0,0.058493577790043716
1957,MLB,pitching,36+,1708.0,0.07643996240657587
1958,MLB,pitching,<=23,3173.3333333333335,0.14391751953922205
1958,MLB,pitching,24-26,4089.0,0.1854449802718106
1958,MLB,pitching,27-29,8069.0,0.365946575156087
1958,MLB,pitching,30-32,4248.666666666667,0.19268620840829037
1958,MLB,pitching,33-35,1123.3333333333333,0.050945592525964103
1958,MLB,pitching,36+,1346.3333333333333,0.06105912409862582
1959,MLB,pitching,<=23,4518.666666666667,0.20446147116936397
1959,MLB,pitching,24-26,3519.0,0.15922836759626552
1959,MLB,pitching,27-29,6790.0,0.30723518498966834
1959,MLB,pitching,30-32,4028.0,0.18225969442391518
1959,MLB,pitching,33-35,2151.3333333333335,0.09734393146408049
1959,MLB,pitching,36+,1093.3333333333333,0.04947135035670654
1960,MLB,pitching,<=23,3906.3333333333335,0.1759345443627083
1960,MLB,pitching,24-26,5083.333333333333,0.2289446029124756
1960,MLB,pitching,27-29,5779.333333333333,0.2602912475604264
1960,MLB,pitching,30-32,4551.666666666667,0.20499924936195768
1960,MLB,pitching,33-35,1998.6666666666667,0.0900165140369314
1960,MLB,pitching,36+,884.0,0.03981384176550068
1961,MLB,pitching,<=23,4443.333333333333,0.17456783656364588
1961,MLB,pitching,24-26,7978.333333333333,0.3134494499738083
1961,MLB,pitching,27-29,4226.0,0.16602933473022527
1961,MLB,pitching,30-32,5687.666666666667,0.22345468831849138
1961,MLB,pitching,33-35,2141.0,0.08411471974855945
1961,MLB,pitching,36+,977.0,0.03838397066526977
1962,MLB,pitching,<=23,4287.333333333333,0.14781359535712232
1962,MLB,pitching,24-26,9707.333333333334,0.3346779290926852
1962,MLB,pitching,27-29,5895.0,0.20324082054818135
1962,MLB,pitching,30-32,5028.666666666667,0.17337240705625467
1962,MLB,pitching,33-35,2726.3333333333335,0.09399528816870655
1962,MLB,pitching,36+,1360.3333333333333,0.04689995977704993
1963,MLB,pitching,<=23,3851.0,0.13231252004214578
1963,MLB,pitching,24-26,7680.333333333333,0.2638806175271428
1963,MLB,pitching,27-29,8398.666666666666,0.2885610884603051
1963,MLB,pitching,30-32,4000.6666666666665,0.1374547620138348
1963,MLB,pitching,33-35,3469.6666666666665,0.11921068303632783
1963,MLB,pitching,36+,1705.0,0.058580328920243716
1964,MLB,pitching,<=23,5174.0,0.17756677915689528
1964,MLB,pitching,24-26,7340.0,0.25190184750900874
1964,MLB,pitching,27-29,8781.666666666666,0.30137848195389805
1964,MLB,pitching,30-32,2981.6666666666665,0.10232797574786935
1964,MLB,pitching,33-35,3292.6666666666665,0.1130012011668478
1964,MLB,pitching,36+,1568.3333333333335,0.05382371446548076
1965,MLB,pitching,<=23,5102.0,0.17483180463065554
1965,MLB,pitching,24-26,7464.666666666667,0.25579403063497325
1965,MLB,pitching,27-29,9013.333333333334,0.30886266805258894
1965,MLB,pitching,30-32,3117.3333333333335,0.1068226209921528
1965,MLB,pitching,33-35,2304.0,0.07895187727734818
1965,MLB,pitching,36+,2181.0,0.0747369984122814
1966,MLB,pitching,<=23,5558.666666666667,0.19138777946104762
1966,MLB,pitching,24-26,7857.333333333333,0.2705320662902263
1966,MLB,pitching,27-29,7433.666666666667,0.2559450029839783
1966,MLB,pitching,30-32,4617.333333333333,0.15897718404260203
1966,MLB,pitching,33-35,2004.0,0.06899876050130836
1966,MLB,pitching,36+,1573.0,0.05415920672083735
1967,MLB,pitching,<=23,6301.666666666667,0.21592635318035935
1967,MLB,pitching,24-26,7999.333333333333,0.27409683277557595
1967,MLB,pitching,27-29,6860.0,0.23505762224024307
1967,MLB,pitching,30-32,5113.333333333333,0.1752081596290247
1967,MLB,pitching,33-35,1670.6666666666667,0.05724532568844015
1967,MLB,pitching,36+,1239.3333333333333,0.042465706486356836
1968,MLB,pitching,<=23,5161.666666666667,0.17656180518340306
1968,MLB,pitching,24-26,9106.0,0.3114830735550665
1968,MLB,pitching,27-29,7312.666666666667,0.2501396759517918
1968,MLB,pitching,30-32,5454.0,0.18656146311984764
1968,MLB,pitching,33-35,1257.3333333333333,0.043008791033373996
