year,teamID,salary,threshold,over_amount,cbt_tax,cbt_flag
2006,ARI,59684226,136000000.0,0.0,0.0,0
2006,ATL,90156876,136000000.0,0.0,0.0,0
2006,BAL,72585582,136000000.0,0.0,0.0,0
2006,BOS,120099824,136000000.0,0.0,0.0,0
2006,CHA,102750667,136000000.0,0.0,0.0,0
2006,CHN,94424499,136000000.0,0.0,0.0,0
2006,CIN,60909519,136000000.0,0.0,0.0,0
2006,CLE,56031500,136000000.0,0.0,0.0,0
2006,COL,41233000,136000000.0,0.0,0.0,0
2006,DET,82612866,136000000.0,0.0,0.0,0
2006,FLO,14671500,136000000.0,0.0,0.0,0
2006,HOU,88694435,136000000.0,0.0,0.0,0
2006,KCA,47294000,136000000.0,0.0,0.0,0
2006,LAA,103472000,136000000.0,0.0,0.0,0
2006,LAN,98447187,136000000.0,0.0,0.0,0
2006,MIL,57568333,136000000.0,0.0,0.0,0
2006,MIN,63396006,136000000.0,0.0,0.0,0
2006,NYA,194663079,136000000.0,58663079.0,11732615.8,1
2006,NYN,101084963,136000000.0,0.0,0.0,0
