year,role,mlbam,player_name,pitch_type,pitches,usage_rate,zone_rate,whiff_rate,z_whiff_rate,o_whiff_rate,chase_rate,csw_rate,avg_spin,avg_ext,h_mov_in,v_mov_in,segment,edge_rate,heart_rate
2015,pit,218596,,SI,156,0.0514681623226657,0.5705128205128205,0.0684931506849315,0.05,0.1538461538461538,0.1940298507462686,0.2307692307692307,2027.0,5.629365079365079,-14.01076923076923,5.021538461538461,,,
2015,pit,218596,,SI,34,0.0112174199934015,0.5,0.0476190476190476,0.0625,0.0,0.2941176470588235,0.0588235294117647,2039.84,5.661538461538461,-13.471764705882354,5.4,two_strike,,
2015,pit,218596,,SI,32,0.0105575717584955,0.5,0.0526315789473684,0.0,0.1666666666666666,0.375,0.09375,2018.5652173913045,5.654166666666666,-13.38,6.164999999999999,ahead,,
2015,pit,218596,,SI,51,0.0168261299901022,0.7058823529411765,0.0,0.0,0.0,0.1333333333333333,0.2745098039215686,2032.4473684210527,5.65,-14.24,4.291764705882353,behind,,
2015,pit,234194,,CH,4,0.0195121951219512,0.25,0.0,0.0,0.0,0.3333333333333333,0.25,1526.5,5.6,-10.92,4.65,,,
2015,pit,234194,,CH,2,0.0097560975609756,0.0,0.0,0.0,0.0,0.5,0.0,1542.0,5.65,-12.24,6.48,two_strike,,
2015,pit,234194,,CH,3,0.0146341463414634,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1519.6666666666667,5.633333333333333,-11.64,4.44,ahead,,
2015,pit,234194,,CH,1,0.0048780487804878,1.0,0.0,0.0,0.0,0.0,1.0,1547.0,5.5,-8.76,5.28,behind,,
2015,pit,234194,,FF,62,0.3024390243902439,0.6451612903225806,0.1935483870967742,0.16,0.3333333333333333,0.2727272727272727,0.3225806451612903,2299.435483870968,6.098387096774194,-7.410967741935483,15.210967741935482,,,
2015,pit,234194,,FF,23,0.1121951219512195,0.5217391304347826,0.2666666666666666,0.2727272727272727,0.25,0.3636363636363636,0.217391304347826,2318.4347826086955,6.178260869565219,-6.422608695652175,15.099130434782612,two_strike,,
2015,pit,234194,,FF,25,0.1219512195121951,0.56,0.0714285714285714,0.0,0.25,0.3636363636363636,0.2,2314.8,6.096,-7.367999999999999,14.5536,ahead,,
2015,pit,234194,,FF,7,0.0341463414634146,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2857142857142857,2253.428571428572,6.142857142857143,-6.6000000000000005,16.2,behind,,
2015,pit,234194,,SI,19,0.0926829268292682,0.7368421052631579,0.0,0.0,0.0,0.0,0.2105263157894736,2161.2631578947367,5.921052631578948,-14.943157894736842,10.13684210526316,,,
2015,pit,234194,,SI,1,0.0048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,2233.0,5.9,-13.32,11.76,two_strike,,
2015,pit,234194,,SI,4,0.0195121951219512,0.25,0.0,0.0,0.0,0.0,0.0,2215.5,6.125,-14.369999999999996,11.82,ahead,,
2015,pit,234194,,SI,4,0.0195121951219512,1.0,0.0,0.0,0.0,0.0,0.25,2174.5,5.8500000000000005,-15.03,9.81,behind,,
2015,pit,234194,,SL,14,0.0682926829268292,0.9285714285714286,0.0909090909090909,0.0909090909090909,0.0,0.0,0.2142857142857142,1986.1538461538464,5.814285714285714,1.0628571428571427,6.908571428571429,,,
2015,pit,234194,,SL,5,0.024390243902439,0.8,0.0,0.0,0.0,0.0,0.0,1813.6,5.859999999999999,2.52,4.416,two_strike,,
2015,pit,234194,,SL,5,0.024390243902439,1.0,0.0,0.0,0.0,0.0,0.0,1815.6,5.74,2.808,6.264,ahead,,
2015,pit,234194,,SL,2,0.0097560975609756,1.0,0.0,0.0,0.0,0.0,0.5,2087.5,5.9,0.72,5.04,behind,,
2015,pit,276351,,FF,110,0.0959023539668701,0.5636363636363636,0.3125,0.2954545454545454,0.35,0.4166666666666667,0.3181818181818182,2376.5412844036696,6.135454545454547,-11.966181818181818,14.680363636363634,,,
2015,pit,276351,,FF,37,0.032258064516129,0.5405405405405406,0.1724137931034483,0.1176470588235294,0.25,0.7058823529411765,0.1891891891891892,2361.7027027027025,6.127027027027027,-12.246486486486486,14.82486486486486,two_strike,,
2015,pit,276351,,FF,38,0.033129904097646,0.5789473684210527,0.2758620689655172,0.1666666666666666,0.4545454545454545,0.6875,0.2894736842105263,2427.894736842105,6.121052631578947,-11.857894736842107,14.605263157894736,ahead,,
2015,pit,276351,,FF,38,0.033129904097646,0.631578947368421,0.3181818181818182,0.3529411764705882,0.2,0.3571428571428571,0.2894736842105263,2315.815789473684,6.13421052631579,-11.611578947368422,14.718947368421054,behind,,
2015,pit,276351,,SI,4,0.003487358326068,0.0,0.5,0.0,0.5,0.5,0.25,1999.5,6.449999999999999,-14.669999999999998,8.52,,,
2015,pit,276351,,SI,1,0.000871839581517,0.0,1.0,0.0,1.0,1.0,1.0,2311.0,6.5,-12.0,6.959999999999999,two_strike,,
2015,pit,276351,,SI,1,0.000871839581517,0.0,1.0,0.0,1.0,1.0,1.0,2311.0,6.5,-12.0,6.959999999999999,ahead,,
2015,pit,276351,,SL,39,0.034001743679163,0.4358974358974359,0.2777777777777778,0.1111111111111111,0.4444444444444444,0.4090909090909091,0.4358974358974359,1907.428571428572,5.478947368421053,10.97230769230769,-2.9692307692307693,,,
2015,pit,276351,,SL,22,0.019180470793374,0.3636363636363636,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.5,0.2727272727272727,2003.571428571429,5.514285714285715,10.570909090909092,-3.0872727272727274,two_strike,,
2015,pit,276351,,SL,22,0.019180470793374,0.4090909090909091,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.5384615384615384,0.3181818181818182,1799.2666666666669,5.5181818181818185,11.241818181818182,-2.307272727272727,ahead,,
2015,pit,276351,,SL,5,0.004359197907585,0.6,0.0,0.0,0.0,0.5,0.4,2014.0,5.375,8.879999999999999,-4.5840000000000005,behind,,
2015,pit,276514,,CU,18,0.0463917525773195,0.3333333333333333,0.25,0.0,0.5,0.3333333333333333,0.2777777777777778,1657.5,6.105882352941176,8.473333333333334,-4.793333333333333,,,
2015,pit,276514,,CU,3,0.0077319587628865,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1531.5,6.166666666666667,7.32,-4.16,two_strike,,
2015,pit,276514,,CU,4,0.0103092783505154,0.25,0.6666666666666666,0.0,1.0,0.6666666666666666,0.5,988.0,6.375,8.610000000000001,-3.06,ahead,,
2015,pit,276514,,CU,3,0.0077319587628865,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,2411.0,5.866666666666667,8.08,-6.239999999999999,behind,,
2015,pit,276514,,FC,15,0.0386597938144329,0.5333333333333333,0.1666666666666666,0.0,0.5,0.2857142857142857,0.2,2053.8,6.44,-0.448,11.024,,,
2015,pit,276514,,FC,8,0.0206185567010309,0.625,0.25,0.0,0.5,0.6666666666666666,0.375,2055.25,6.449999999999999,0.03,11.265,two_strike,,
2015,pit,276514,,FC,4,0.0103092783505154,0.5,0.0,0.0,0.0,0.5,0.0,2203.75,6.425000000000001,0.45,11.4,ahead,,
2015,pit,276514,,FC,5,0.0128865979381443,0.6,0.0,0.0,0.0,0.0,0.2,2102.6,6.380000000000001,-0.5760000000000001,10.368,behind,,
2015,pit,276514,,FF,89,0.229381443298969,0.4943820224719101,0.1698113207547169,0.2222222222222222,0.0588235294117647,0.3777777777777777,0.2247191011235955,2250.2386363636365,6.368181818181819,-11.48494382022472,16.627415730337077,,,
2015,pit,276514,,FF,30,0.0773195876288659,0.4333333333333333,0.1818181818181818,0.25,0.1,0.5882352941176471,0.1666666666666666,2256.7,6.326666666666667,-11.135999999999996,16.447999999999997,two_strike,,
2015,pit,276514,,FF,19,0.0489690721649484,0.4210526315789473,0.2727272727272727,0.2857142857142857,0.25,0.3636363636363636,0.2105263157894736,2258.2105263157896,6.305263157894737,-10.51578947368421,16.768421052631577,ahead,,
2015,pit,276514,,FF,30,0.0773195876288659,0.5333333333333333,0.1428571428571428,0.2307692307692307,0.0,0.5714285714285714,0.2333333333333333,2185.833333333333,6.353333333333334,-12.003999999999998,16.9,behind,,
2015,pit,276514,,FS,16,0.0412371134020618,0.25,0.2,0.0,0.5,0.1666666666666666,0.25,1284.1875,5.98125,-12.8025,7.822500000000002,,,
2015,pit,276514,,FS,3,0.0077319587628865,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1282.6666666666667,6.133333333333333,-12.56,12.48,two_strike,,
2015,pit,276514,,FS,3,0.0077319587628865,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1237.0,5.933333333333334,-11.96,9.96,ahead,,
2015,pit,276542,,CH,61,0.0342889263631253,0.2622950819672131,0.3823529411764705,0.1818181818181818,0.4782608695652174,0.5111111111111111,0.2622950819672131,1376.0185185185185,5.940740740740741,-11.484590163934426,2.185573770491803,,,
2015,pit,276542,,CH,31,0.0174255199550309,0.2258064516129032,0.4285714285714285,0.2857142857142857,0.5,0.5833333333333334,0.2903225806451613,1334.4814814814815,5.907407407407407,-10.258064516129032,2.0361290322580645,two_strike,,
2015,pit,276542,,CH,25,0.014052838673412,0.2,0.3125,0.4,0.2727272727272727,0.55,0.2,1338.1304347826087,5.891304347826087,-10.977599999999995,1.968,ahead,,
2015,pit,276542,,CH,13,0.0073074761101742,0.5384615384615384,0.375,0.0,0.75,0.6666666666666666,0.3846153846153846,1358.4166666666667,5.958333333333332,-11.021538461538462,1.6523076923076925,behind,,
2015,pit,276542,,FF,61,0.0342889263631253,0.6065573770491803,0.34375,0.2692307692307692,0.6666666666666666,0.25,0.2950819672131147,2264.653846153846,6.121153846153846,-9.784918032786884,16.007213114754098,,,
2015,pit,276542,,FF,14,0.0078695896571107,0.5,0.125,0.1666666666666666,0.0,0.2857142857142857,0.0714285714285714,2264.7272727272725,6.172727272727273,-10.37142857142857,15.222857142857142,two_strike,,
2015,pit,276542,,FF,14,0.0078695896571107,0.2857142857142857,0.3333333333333333,0.25,0.5,0.2,0.1428571428571428,2273.8,6.160000000000001,-10.517142857142856,16.208571428571428,ahead,,
2015,pit,276542,,FF,16,0.0089938167509836,0.9375,0.4285714285714285,0.4285714285714285,0.0,0.0,0.5625,2255.266666666667,6.12,-9.4725,16.425,behind,,
2015,pit,276542,,SI,16,0.0089938167509836,0.375,0.0,0.0,0.0,0.1,0.125,2338.5333333333333,5.966666666666667,-14.145,12.510000000000002,,,
2015,pit,276542,,SI,3,0.0016863406408094,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2315.333333333333,6.0,-15.24,14.2,two_strike,,
2015,pit,276542,,SI,4,0.0022484541877459,0.25,0.0,0.0,0.0,0.0,0.0,2341.75,5.924999999999999,-14.52,14.04,ahead,,
2015,pit,276542,,SI,5,0.0028105677346824,0.4,0.0,0.0,0.0,0.0,0.2,2319.0,5.88,-14.232,11.448000000000002,behind,,
