role,year,mlbam,pitch_type,segment,vhb,pitches,Z_Pitches,O_Pitches,Z_Swings,O_Swings,Z_Whiffs,O_Whiffs,CS,edge_cnt,heart_cnt,chase_cnt,group_total,usage_rate,zone_rate,z_swing_rate,o_swing_rate,z_contact_rate,o_contact_rate,z_csw_rate,csw_rate,edge_rate,heart_rate,chase_rate,batter,vs_hand,z_whiff_rate,o_whiff_rate
bat,2015,592518,FS,,vsR,27,13.0,14.0,1.0,4.0,1.0,4.0,3.0,9.0,2.0,4.0,1579.0,0.0170994300189993,0.4814814814814814,0.0769230769230769,0.2857142857142857,0.0,0.0,0.0769230769230769,0.2962962962962963,0.3333333333333333,0.074074074074074,0.2857142857142857,592518.0,vsR,1.0,
bat,2015,592518,IN,ahead,vsR,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0174672489082969,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592518.0,vsR,,
bat,2015,592518,IN,,vsR,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,0.0025332488917036,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592518.0,vsR,,
bat,2015,592518,KC,ahead,vsR,5,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,229.0,0.0218340611353711,0.0,,0.4,,0.0,,0.4,0.0,0.0,0.4,592518.0,vsR,,
bat,2015,592518,KC,behind,vsR,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0310077519379844,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592518.0,vsR,,
bat,2015,592518,KC,two_strike,vsR,14,7.0,7.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,587.0,0.0238500851788756,0.5,0.0,0.4285714285714285,,0.0,0.0,0.3571428571428571,0.2142857142857142,0.1428571428571428,0.4285714285714285,592518.0,vsR,,
bat,2015,592518,KC,,vsR,32,16.0,16.0,1.0,4.0,1.0,4.0,8.0,9.0,4.0,4.0,1579.0,0.0202659911336288,0.5,0.0625,0.25,0.0,0.0,0.0625,0.40625,0.28125,0.125,0.25,592518.0,vsR,1.0,
bat,2015,592518,KN,two_strike,vsR,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,587.0,0.0051107325383304,0.6666666666666666,0.0,0.0,,,0.0,0.0,0.6666666666666666,0.0,0.0,592518.0,vsR,,
bat,2015,592518,KN,,vsR,5,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1579.0,0.0031665611146295,0.8,0.0,0.0,,,0.0,0.6,0.4,0.2,0.0,592518.0,vsR,,
bat,2015,592518,SI,ahead,vsR,48,26.0,22.0,1.0,1.0,1.0,1.0,6.0,11.0,10.0,1.0,229.0,0.2096069868995633,0.5416666666666666,0.0384615384615384,0.0454545454545454,0.0,0.0,0.0384615384615384,0.1666666666666666,0.2291666666666666,0.2083333333333333,0.0454545454545454,592518.0,vsR,1.0,
bat,2015,592518,SI,behind,vsR,12,5.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,129.0,0.0930232558139534,0.4166666666666667,0.0,0.1428571428571428,,0.0,0.0,0.1666666666666666,0.25,0.0,0.1428571428571428,592518.0,vsR,,
bat,2015,592518,SI,two_strike,vsR,101,51.0,50.0,1.0,4.0,1.0,4.0,5.0,25.0,9.0,4.0,587.0,0.1720613287904599,0.504950495049505,0.0196078431372549,0.08,0.0,0.0,0.0196078431372549,0.099009900990099,0.2475247524752475,0.0891089108910891,0.08,592518.0,vsR,1.0,
bat,2015,592518,SI,,vsR,284,152.0,132.0,2.0,2.0,2.0,2.0,60.0,73.0,25.0,2.0,1579.0,0.1798606713109563,0.5352112676056338,0.0131578947368421,0.0151515151515151,0.0,0.0,0.0131578947368421,0.2253521126760563,0.2570422535211267,0.0880281690140845,0.0151515151515151,592518.0,vsR,1.0,
bat,2015,592518,SL,ahead,vsR,15,9.0,6.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,1.0,229.0,0.0655021834061135,0.6,0.0,0.1666666666666666,,0.0,0.0,0.4,0.3333333333333333,0.1333333333333333,0.1666666666666666,592518.0,vsR,,
bat,2015,592518,SL,behind,vsR,24,3.0,21.0,0.0,5.0,0.0,5.0,1.0,1.0,0.0,5.0,129.0,0.1860465116279069,0.125,0.0,0.238095238095238,,0.0,0.0,0.25,0.0416666666666666,0.0,0.238095238095238,592518.0,vsR,,
bat,2015,592518,SL,two_strike,vsR,96,37.0,59.0,2.0,6.0,2.0,6.0,8.0,18.0,4.0,6.0,587.0,0.1635434412265758,0.3854166666666667,0.054054054054054,0.1016949152542373,0.0,0.0,0.054054054054054,0.1666666666666666,0.1875,0.0416666666666666,0.1016949152542373,592518.0,vsR,1.0,
bat,2015,592518,SL,,vsR,250,114.0,136.0,8.0,13.0,8.0,13.0,56.0,52.0,15.0,13.0,1579.0,0.1583280557314756,0.456,0.0701754385964912,0.0955882352941176,0.0,0.0,0.0701754385964912,0.308,0.208,0.06,0.0955882352941176,592518.0,vsR,1.0,
bat,2015,592518,ST,two_strike,vsR,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,587.0,0.0034071550255536,0.5,0.0,1.0,,0.0,0.0,0.5,0.5,0.0,1.0,592518.0,vsR,,
bat,2015,592518,ST,,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1579.0,0.0006333122229259,1.0,0.0,,,,0.0,0.0,1.0,0.0,,592518.0,vsR,,
bat,2015,592518,SV,behind,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0077519379844961,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592518.0,vsR,,
bat,2015,592518,SV,two_strike,vsR,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0051107325383304,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592518.0,vsR,,
bat,2015,592518,SV,,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1579.0,0.0006333122229259,1.0,0.0,,,,0.0,0.0,1.0,0.0,,592518.0,vsR,,
bat,2015,592533,FF,ahead,vsR,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592533.0,vsR,,
bat,2015,592533,FF,,vsR,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.5,0.0,0.0,,,0.0,0.0,0.5,0.0,0.0,592533.0,vsR,,
bat,2015,592593,CH,two_strike,vsL,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.131578947368421,0.4,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,592593.0,vsL,,
bat,2015,592593,CH,,vsL,4,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0,0.0606060606060606,0.0,,0.25,,0.0,,0.25,0.0,0.0,0.25,592593.0,vsL,,
bat,2015,592593,CU,two_strike,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0526315789473684,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592593.0,vsL,,
bat,2015,592593,FF,ahead,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,1.0,1.0,0.0,,592593.0,vsL,,
bat,2015,592593,FF,behind,vsL,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.5,0.5,0.0,0.0,,,0.0,0.0,0.5,0.0,0.0,592593.0,vsL,,
bat,2015,592593,FF,two_strike,vsL,16,7.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,38.0,0.4210526315789473,0.4375,0.1428571428571428,0.1111111111111111,0.0,0.0,0.1428571428571428,0.25,0.0625,0.3125,0.1111111111111111,592593.0,vsL,1.0,
bat,2015,592593,FF,,vsL,43,29.0,14.0,0.0,1.0,0.0,1.0,18.0,13.0,5.0,1.0,66.0,0.6515151515151515,0.6744186046511628,0.0,0.0714285714285714,,0.0,0.0,0.4418604651162791,0.3023255813953488,0.1162790697674418,0.0714285714285714,592593.0,vsL,,
bat,2015,592593,FS,,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0151515151515151,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592593.0,vsL,,
bat,2015,592593,KN,two_strike,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0263157894736842,1.0,0.0,,,,0.0,0.0,0.0,0.0,,592593.0,vsL,,
bat,2015,592593,KN,,vsL,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0303030303030303,0.5,1.0,0.0,0.0,,1.0,0.5,0.0,0.0,0.0,592593.0,vsL,1.0,
bat,2015,592593,SI,behind,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592593.0,vsL,,
bat,2015,592593,SI,two_strike,vsL,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,0.1842105263157894,0.7142857142857143,0.0,0.0,,,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,592593.0,vsL,,
bat,2015,592593,SI,,vsL,15,6.0,9.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,1.0,66.0,0.2272727272727272,0.4,0.0,0.1111111111111111,,0.0,0.0,0.4,0.3333333333333333,0.0,0.1111111111111111,592593.0,vsL,,
bat,2015,592593,SL,behind,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.25,1.0,0.0,,,,0.0,0.0,1.0,0.0,,592593.0,vsL,,
bat,2015,592593,SL,two_strike,vsL,7,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,38.0,0.1842105263157894,0.0,,0.2857142857142857,,0.0,,0.2857142857142857,0.0,0.0,0.2857142857142857,592593.0,vsL,,
bat,2015,592593,SL,,vsL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0151515151515151,1.0,1.0,,0.0,,1.0,1.0,1.0,0.0,,592593.0,vsL,1.0,
bat,2015,592596,FF,,vsR,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592596.0,vsR,,
bat,2015,592596,FS,two_strike,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,,592596.0,vsR,,
bat,2015,592596,FS,,vsR,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.4,0.5,0.0,0.0,,,0.0,0.5,0.5,0.0,0.0,592596.0,vsR,,
bat,2015,592596,SI,,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.2,1.0,0.0,,,,0.0,0.0,1.0,0.0,,592596.0,vsR,,
bat,2015,592609,CH,ahead,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0476190476190476,1.0,0.0,,,,0.0,1.0,1.0,0.0,,592609.0,vsR,,
bat,2015,592609,CH,behind,vsR,5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.217391304347826,0.2,0.0,0.0,,,0.0,0.0,0.2,0.0,0.0,592609.0,vsR,,
bat,2015,592609,CH,two_strike,vsR,16,5.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,113.0,0.1415929203539823,0.3125,0.2,0.0909090909090909,0.0,0.0,0.2,0.125,0.0625,0.0625,0.0909090909090909,592609.0,vsR,1.0,
bat,2015,592609,CH,,vsR,29,14.0,15.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,234.0,0.1239316239316239,0.4827586206896552,0.2142857142857142,0.2,0.0,0.0,0.2142857142857142,0.3793103448275862,0.1034482758620689,0.0344827586206896,0.2,592609.0,vsR,1.0,
bat,2015,592609,CU,behind,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0434782608695652,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592609.0,vsR,,
bat,2015,592609,CU,two_strike,vsR,8,3.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,113.0,0.0707964601769911,0.375,0.0,0.2,,0.0,0.0,0.25,0.125,0.0,0.2,592609.0,vsR,,
bat,2015,592609,CU,,vsR,17,7.0,10.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,1.0,234.0,0.0726495726495726,0.4117647058823529,0.0,0.1,,0.0,0.0,0.3529411764705882,0.2941176470588235,0.0,0.1,592609.0,vsR,,
bat,2015,592609,FC,ahead,vsR,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0476190476190476,1.0,1.0,,0.0,,1.0,1.0,0.0,0.0,,592609.0,vsR,1.0,
bat,2015,592609,FC,two_strike,vsR,7,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,113.0,0.0619469026548672,0.7142857142857143,0.0,0.0,,,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,592609.0,vsR,,
bat,2015,592609,FC,,vsR,18,12.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,234.0,0.0769230769230769,0.6666666666666666,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0833333333333333,0.1666666666666666,0.3888888888888889,0.0555555555555555,0.1666666666666666,592609.0,vsR,1.0,
bat,2015,592609,FF,ahead,vsR,17,12.0,5.0,2.0,0.0,2.0,0.0,3.0,6.0,3.0,0.0,21.0,0.8095238095238095,0.7058823529411765,0.1666666666666666,0.0,0.0,,0.1666666666666666,0.2941176470588235,0.3529411764705882,0.1764705882352941,0.0,592609.0,vsR,1.0,
bat,2015,592609,FF,behind,vsR,11,3.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,23.0,0.4782608695652174,0.2727272727272727,0.3333333333333333,0.0,0.0,,0.3333333333333333,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,592609.0,vsR,1.0,
bat,2015,592609,FF,two_strike,vsR,54,31.0,23.0,9.0,4.0,9.0,4.0,3.0,12.0,6.0,4.0,113.0,0.4778761061946903,0.5740740740740741,0.2903225806451613,0.1739130434782608,0.0,0.0,0.2903225806451613,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.1739130434782608,592609.0,vsR,1.0,
bat,2015,592609,FF,,vsR,97,64.0,33.0,15.0,2.0,15.0,2.0,31.0,27.0,8.0,2.0,234.0,0.4145299145299145,0.6597938144329897,0.234375,0.0606060606060606,0.0,0.0,0.234375,0.4948453608247423,0.2783505154639175,0.0824742268041237,0.0606060606060606,592609.0,vsR,1.0,
bat,2015,592609,KC,two_strike,vsR,3,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,113.0,0.0265486725663716,0.0,,0.3333333333333333,,0.0,,0.3333333333333333,0.0,0.0,0.3333333333333333,592609.0,vsR,,
bat,2015,592609,KC,,vsR,4,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,234.0,0.017094017094017,0.25,0.0,0.0,,,0.0,0.25,0.25,0.0,0.0,592609.0,vsR,,
bat,2015,592609,SI,behind,vsR,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.1304347826086956,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592609.0,vsR,,
bat,2015,592609,SI,two_strike,vsR,11,8.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,113.0,0.0973451327433628,0.7272727272727273,0.0,0.3333333333333333,,0.0,0.0,0.2727272727272727,0.5454545454545454,0.0,0.3333333333333333,592609.0,vsR,,
bat,2015,592609,SI,,vsR,42,22.0,20.0,3.0,0.0,3.0,0.0,12.0,10.0,3.0,0.0,234.0,0.1794871794871795,0.5238095238095238,0.1363636363636363,0.0,0.0,,0.1363636363636363,0.3571428571428571,0.238095238095238,0.0714285714285714,0.0,592609.0,vsR,1.0,
bat,2015,592609,SL,ahead,vsR,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0952380952380952,0.5,0.0,0.0,,,0.0,0.5,0.0,0.0,0.0,592609.0,vsR,,
bat,2015,592609,SL,behind,vsR,3,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.1304347826086956,0.3333333333333333,1.0,0.0,0.0,,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,592609.0,vsR,1.0,
bat,2015,592609,SL,two_strike,vsR,13,4.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,113.0,0.1150442477876106,0.3076923076923077,0.5,0.2222222222222222,0.0,0.0,0.5,0.3076923076923077,0.1538461538461538,0.0,0.2222222222222222,592609.0,vsR,1.0,
bat,2015,592609,SL,,vsR,26,11.0,15.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,234.0,0.1111111111111111,0.4230769230769231,0.0,0.2,,0.0,0.0,0.2307692307692307,0.1153846153846153,0.1153846153846153,0.2,592609.0,vsR,,
bat,2015,592609,ST,two_strike,vsR,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,113.0,0.0088495575221238,0.0,,1.0,,0.0,,1.0,0.0,0.0,1.0,592609.0,vsR,,
bat,2015,592609,ST,,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,234.0,0.0042735042735042,1.0,0.0,,,,0.0,1.0,0.0,1.0,,592609.0,vsR,,
bat,2015,592612,FF,two_strike,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,,,,0.0,0.0,0.0,0.0,,592612.0,vsL,,
bat,2015,592612,FF,,vsL,6,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.6666666666666666,0.0,0.0,,,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,592612.0,vsL,,
bat,2015,592612,SI,two_strike,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,,,,0.0,1.0,0.0,0.0,,592612.0,vsL,,
bat,2015,592620,CH,ahead,vsL,2,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.25,0.0,,0.5,,0.0,,0.5,0.0,0.0,0.5,592620.0,vsL,,
bat,2015,592620,CH,behind,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.1666666666666666,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592620.0,vsL,,
bat,2015,592620,CH,two_strike,vsL,12,4.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,62.0,0.1935483870967742,0.3333333333333333,0.5,0.125,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0,0.125,592620.0,vsL,1.0,
bat,2015,592620,CH,,vsL,28,11.0,17.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,5.0,138.0,0.2028985507246377,0.3928571428571428,0.2727272727272727,0.2941176470588235,0.0,0.0,0.2727272727272727,0.3571428571428571,0.1785714285714285,0.0714285714285714,0.2941176470588235,592620.0,vsL,1.0,
bat,2015,592620,CU,behind,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0833333333333333,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592620.0,vsL,,
bat,2015,592620,CU,two_strike,vsL,6,2.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,62.0,0.0967741935483871,0.3333333333333333,0.0,0.5,,0.0,0.0,0.5,0.1666666666666666,0.0,0.5,592620.0,vsL,,
bat,2015,592620,CU,,vsL,13,7.0,6.0,0.0,1.0,0.0,1.0,6.0,5.0,1.0,1.0,138.0,0.0942028985507246,0.5384615384615384,0.0,0.1666666666666666,,0.0,0.0,0.5384615384615384,0.3846153846153846,0.0769230769230769,0.1666666666666666,592620.0,vsL,,
bat,2015,592620,FC,two_strike,vsL,4,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,62.0,0.064516129032258,1.0,0.0,,,,0.0,0.5,0.25,0.25,,592620.0,vsL,,
bat,2015,592620,FC,,vsL,8,5.0,3.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,138.0,0.0579710144927536,0.625,0.4,0.0,0.0,,0.4,0.375,0.625,0.0,0.0,592620.0,vsL,1.0,
bat,2015,592620,FF,ahead,vsL,3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.375,1.0,0.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.0,,592620.0,vsL,,
bat,2015,592620,FF,behind,vsL,6,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.5,0.6666666666666666,0.0,0.0,,,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,592620.0,vsL,,
bat,2015,592620,FF,two_strike,vsL,15,6.0,9.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,62.0,0.2419354838709677,0.4,0.0,0.1111111111111111,,0.0,0.0,0.2,0.1333333333333333,0.0,0.1111111111111111,592620.0,vsL,,
bat,2015,592620,FF,,vsL,48,23.0,25.0,1.0,1.0,1.0,1.0,5.0,13.0,6.0,1.0,138.0,0.3478260869565217,0.4791666666666667,0.0434782608695652,0.04,0.0,0.0,0.0434782608695652,0.1458333333333333,0.2708333333333333,0.125,0.04,592620.0,vsL,1.0,
bat,2015,592620,FS,two_strike,vsL,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,0.032258064516129,0.5,0.0,0.0,,,0.0,0.5,0.5,0.0,0.0,592620.0,vsL,,
bat,2015,592620,FS,,vsL,6,3.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,138.0,0.0434782608695652,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.3333333333333333,592620.0,vsL,1.0,
bat,2015,592620,KC,ahead,vsL,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.25,0.0,,0.0,,,,1.0,0.0,0.0,0.0,592620.0,vsL,,
bat,2015,592620,KC,two_strike,vsL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0161290322580645,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592620.0,vsL,,
bat,2015,592620,KC,,vsL,9,4.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,138.0,0.0652173913043478,0.4444444444444444,0.0,0.2,,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.2,592620.0,vsL,,
bat,2015,592620,SI,two_strike,vsL,11,3.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,62.0,0.1774193548387097,0.2727272727272727,0.0,0.125,,0.0,0.0,0.1818181818181818,0.0909090909090909,0.0,0.125,592620.0,vsL,,
bat,2015,592620,SI,,vsL,13,9.0,4.0,1.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,138.0,0.0942028985507246,0.6923076923076923,0.1111111111111111,0.0,0.0,,0.1111111111111111,0.2307692307692307,0.3846153846153846,0.1538461538461538,0.0,592620.0,vsL,1.0,
bat,2015,592620,SL,ahead,vsL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,1.0,0.0,,,,0.0,0.0,0.0,0.0,,592620.0,vsL,,
bat,2015,592620,SL,behind,vsL,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.25,0.3333333333333333,0.0,0.0,,,0.0,0.0,0.0,0.3333333333333333,0.0,592620.0,vsL,,
bat,2015,592620,SL,two_strike,vsL,11,1.0,10.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,4.0,62.0,0.1774193548387097,0.0909090909090909,0.0,0.4,,0.0,0.0,0.3636363636363636,0.0909090909090909,0.0,0.4,592620.0,vsL,,
bat,2015,592620,SL,,vsL,13,8.0,5.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,138.0,0.0942028985507246,0.6153846153846154,0.125,0.0,0.0,,0.125,0.4615384615384615,0.3076923076923077,0.0769230769230769,0.0,592620.0,vsL,1.0,
bat,2015,592621,CH,ahead,vsR,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.037037037037037,1.0,0.0,,,,0.0,0.0,0.0,1.0,,592621.0,vsR,,
bat,2015,592621,CH,behind,vsR,2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,32.0,0.0625,0.0,,1.0,,0.0,,1.0,0.0,0.0,1.0,592621.0,vsR,,
bat,2015,592621,CH,two_strike,vsR,4,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,68.0,0.0588235294117647,0.75,0.0,1.0,,0.0,0.0,0.25,0.25,0.0,1.0,592621.0,vsR,,
bat,2015,592621,CH,,vsR,29,13.0,16.0,2.0,2.0,2.0,2.0,1.0,7.0,0.0,2.0,261.0,0.1111111111111111,0.4482758620689655,0.1538461538461538,0.125,0.0,0.0,0.1538461538461538,0.1724137931034483,0.2413793103448276,0.0,0.125,592621.0,vsR,1.0,
bat,2015,592621,CU,behind,vsR,3,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,32.0,0.09375,0.6666666666666666,0.0,1.0,,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,592621.0,vsR,,
bat,2015,592621,CU,two_strike,vsR,10,2.0,8.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,68.0,0.1470588235294117,0.2,0.0,0.375,,0.0,0.0,0.3,0.1,0.1,0.375,592621.0,vsR,,
bat,2015,592621,CU,,vsR,13,7.0,6.0,1.0,2.0,1.0,2.0,3.0,6.0,0.0,2.0,261.0,0.0498084291187739,0.5384615384615384,0.1428571428571428,0.3333333333333333,0.0,0.0,0.1428571428571428,0.4615384615384615,0.4615384615384615,0.0,0.3333333333333333,592621.0,vsR,1.0,
bat,2015,592621,FC,ahead,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.037037037037037,0.0,,0.0,,,,1.0,0.0,0.0,0.0,592621.0,vsR,,
bat,2015,592621,FC,behind,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.03125,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592621.0,vsR,,
bat,2015,592621,FC,two_strike,vsR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0147058823529411,0.0,,0.0,,,,0.0,0.0,0.0,0.0,592621.0,vsR,,
