year,role,mlbam,player_name,perf,pct,war_est,AAV_mid,AAV_low,AAV_high,years_guess
2015,bat,435079,"Adams, Austin",0.5271667223122876,0.7409093119377583,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435079,"Albers, Matt",1.166678916316153,0.8413469486992463,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435079,"Allen, Cody",1.1091140099973245,0.8337272064186725,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435079,"Atchison, Scott",2.058716438208725,0.9301483102358375,5.0,11.351561495662548,9.081249196530038,14.189451869578185,5
2015,bat,435079,"Betances, Dellin",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Boyer, Blaine",-1.1682758209178312,0.14923413566739607,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435079,"Burnett, A.J.",0.2531923755194331,0.6891028446389497,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Caminero, Arquimedes",-1.0649700049633606,0.19463651835643084,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435079,"Carrasco, Carlos",0.4988003970065612,0.7361876975443715,3.0,6.810936897397529,5.448749517918023,8.51367112174691,3
2015,bat,435079,"Cole, Gerrit",-1.439949017863459,0.05666423535132507,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435079,"Duffy, Danny",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Eovaldi, Nathan",-0.5435216006217471,0.32947726720155607,1.0,2.2703122991325095,1.8162498393060078,2.837890373915637,1
2015,bat,435079,"Fien, Casey",-0.036831169987915136,0.45080962800875274,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Frasor, Jason",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Gibson, Kyle",0.1874747258050372,0.6756771213226356,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
2015,bat,435079,"Graham, J.R.",-1.1600769466357304,0.15221492827619743,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435079,"Hagadone, Nick",-1.1567973969228902,0.15337223437879893,0.5,1.1351561495662548,0.9081249196530039,1.4189451869578185,1
2015,bat,435079,"Herrera, Kelvin",0.0,0.5478385606613178,2.0,4.540624598265019,3.6324996786120156,5.675780747831274,2
