season,pitcher_id,name,pitch_type,usage_rate
2015,453343,,FC,0.2916666666666667
2015,501789,,FC,0.2916666666666667
2015,542888,,FC,0.2857142857142857
2015,518567,,FC,0.28
2015,518771,,FC,0.2727272727272727
2015,543258,,FC,0.2727272727272727
2015,425492,,FC,0.2692307692307692
2015,592767,,FC,0.26666666666666666
2015,451584,,FC,0.25806451612903225
2015,457768,,FC,0.25
2015,460024,,FC,0.25
2015,435400,,FC,0.25
2015,457456,,FF,1.0
2015,457754,,FF,0.5
2015,599998,,FF,0.5
2015,523848,,FF,0.5
2015,542609,,FF,0.5
2015,595371,,FF,0.5
2015,543351,,FF,0.5
2015,516714,,FF,0.5
2015,605169,,FF,0.5
2015,571521,,FF,0.4444444444444444
2015,572038,,FF,0.4375
2015,458678,,FF,0.4166666666666667
2015,518886,,FF,0.4117647058823529
2015,580792,,FF,0.4
2015,594762,,FF,0.4
2015,488786,,FF,0.4
2015,605218,,FF,0.4
2015,592879,,FF,0.4
2015,461872,,FF,0.4
2015,502522,,FF,0.38461538461538464
2015,547749,,FO,0.2222222222222222
2015,543118,,FS,0.38461538461538464
2015,518418,,FS,0.3333333333333333
2015,407908,,FS,0.3157894736842105
2015,488674,,FS,0.28
2015,461325,,FS,0.2692307692307692
2015,493157,,FS,0.2631578947368421
2015,544993,,FS,0.2608695652173913
2015,518813,,FS,0.25
2015,276514,,FS,0.25
2015,543698,,FS,0.25
2015,465629,,FS,0.2413793103448276
2015,449097,,FS,0.24
2015,542960,,FS,0.23333333333333334
2015,430911,,FS,0.23076923076923078
2015,593576,,FS,0.22727272727272727
2015,543942,,FS,0.2222222222222222
2015,474029,,FS,0.21875
2015,491708,,FS,0.21875
2015,501822,,FS,0.21428571428571427
2015,218596,,FS,0.21212121212121213
2015,462089,,IN,0.3333333333333333
2015,477229,,IN,0.25
2015,460008,,IN,0.25
2015,430911,,IN,0.23076923076923078
2015,150302,,IN,0.2222222222222222
2015,543334,,IN,0.2
2015,461872,,IN,0.2
2015,518833,,IN,0.2
2015,430613,,IN,0.2
2015,545404,,IN,0.2
2015,542923,,IN,0.2
2015,606160,,IN,0.2
2015,516414,,IN,0.2
2015,592351,,IN,0.2
2015,607457,,IN,0.2
2015,621397,,IN,0.2
2015,622072,,IN,0.19230769230769232
2015,605151,,IN,0.18181818181818182
2015,502260,,IN,0.18181818181818182
2015,445612,,IN,0.18181818181818182
2015,605169,,KC,0.5
2015,518886,,KC,0.4117647058823529
2015,608349,,KC,0.38461538461538464
2015,592102,,KC,0.3684210526315789
2015,519186,,KC,0.3333333333333333
2015,476454,,KC,0.30434782608695654
2015,501992,,KC,0.3
2015,453343,,KC,0.2916666666666667
2015,598264,,KC,0.2916666666666667
2015,434442,,KC,0.2916666666666667
2015,519301,,KC,0.2777777777777778
2015,449079,,KC,0.2727272727272727
2015,605151,,KC,0.2727272727272727
2015,519141,,KC,0.2727272727272727
2015,622072,,KC,0.2692307692307692
2015,458730,,KC,0.26666666666666666
2015,489446,,KC,0.2608695652173913
2015,451584,,KC,0.25806451612903225
2015,460024,,KC,0.25
2015,502026,,KC,0.25
2015,285079,,KN,0.3333333333333333
2015,453214,,KN,0.3333333333333333
2015,534910,,PO,0.16666666666666666
2015,518764,,PO,0.16666666666666666
2015,543964,,PO,0.16666666666666666
2015,450275,,PO,0.13636363636363635
2015,605400,,PO,0.13333333333333333
2015,547874,,PO,0.11764705882352941
2015,433587,,PO,0.11764705882352941
2015,607374,,PO,0.1111111111111111
2015,607968,,PO,0.1111111111111111
2015,502264,,PO,0.1111111111111111
2015,150302,,PO,0.1111111111111111
2015,543101,,PO,0.10810810810810811
2015,515052,,PO,0.1
2015,489039,,PO,0.1
2015,592351,,PO,0.1
2015,543881,,PO,0.0967741935483871
2015,500779,,PO,0.0967741935483871
2015,474284,,PO,0.09090909090909091
2015,502304,,PO,0.09090909090909091
2015,543607,,PO,0.09090909090909091
2015,502327,,SC,0.11627906976744186
2015,150274,,SI,0.5
2015,460060,,SI,0.5
2015,502154,,SI,0.4666666666666667
2015,329092,,SI,0.4375
2015,493247,,SI,0.42857142857142855
2015,489295,,SI,0.42857142857142855
2015,430589,,SI,0.4117647058823529
2015,489039,,SI,0.4
2015,519381,,SI,0.4
2015,592181,,SI,0.4
2015,502087,,SI,0.4
2015,547348,,SI,0.4
2015,572021,,SI,0.4
2015,518715,,SI,0.4
2015,594840,,SI,0.36363636363636365
2015,518617,,SI,0.3333333333333333
2015,571901,,SI,0.3333333333333333
2015,459429,,SI,0.3333333333333333
2015,453249,,SI,0.3333333333333333
2015,445170,,SI,0.3333333333333333
2015,542609,,SL,0.5
2015,457754,,SL,0.5
2015,543351,,SL,0.5
2015,599998,,SL,0.5
2015,150274,,SL,0.5
2015,595371,,SL,0.5
2015,506560,,SL,0.5
2015,523848,,SL,0.5
2015,592570,,SL,0.5
2015,502154,,SL,0.4666666666666667
2015,571521,,SL,0.4444444444444444
2015,329092,,SL,0.4375
2015,572038,,SL,0.4375
2015,493247,,SL,0.42857142857142855
2015,458678,,SL,0.4166666666666667
2015,430589,,SL,0.4117647058823529
2015,592181,,SL,0.4
2015,519381,,SL,0.4
2015,580792,,SL,0.4
2015,518715,,SL,0.4
2015,543766,,ST,0.35
2015,542888,,ST,0.2857142857142857
2015,502748,,ST,0.25
2015,475054,,ST,0.22727272727272727
2015,493603,,ST,0.2
2015,573186,,ST,0.07142857142857142
2015,572888,,ST,0.03571428571428571
2015,476454,,SV,0.30434782608695654
2015,542888,,SV,0.14285714285714285
2015,573186,,SV,0.07142857142857142
